uniek_id,gml_id,gml_parent_id,gml_parent_property,geometrie,gid,identificatie,oppervlakte,status,gebruiksdoel,openbare_ruimte,huisnummer,huisletter,toevoeging,postcode,woonplaats,bouwjaar,pandidentificatie,pandstatus,rdf_seealso,fme_geometry,gml_pointProperty,gml_multiPointProperty,fme_geometry_0_,fme_geometry_1_,fme_geometry_2_,Straat,Huisnummer,Postcode
edmond audranstraat203  ,verblijfsobject.bag:0344010000156773,,member,,6613797,0344010000156773,54,Verblijfsobject in gebruik,woonfunctie,Edmond Audranstraat,203,,,3543BH,Utrecht,2011,0344100000083550,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000156773,fme_point,,,,,,Edmond Audranstraat,203,3543 BH
papaverstraat42 b ,verblijfsobject.bag:0344010000121790,,member,,6613878,0344010000121790,31,Verblijfsobject in gebruik,woonfunctie,Papaverstraat,42,B,,3551EW,Utrecht,1903,0344100000071850,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121790,fme_point,,,,,,Papaverstraat,42 B,3551 EW
fregatstraat105 c ,verblijfsobject.bag:0344010000108594,,member,,6614086,0344010000108594,41,Verblijfsobject in gebruik,woonfunctie,Fregatstraat,105,C,,3534RC,Utrecht,1946,0344100000017574,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108594,fme_point,,,,,,Fregatstraat,105 c,3534 RC
van eysingalaan377  ,verblijfsobject.bag:0344010000108595,,member,,6614087,0344010000108595,70,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,377,,,3527VK,Utrecht,2012,0344100000084156,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108595,fme_point,,,,,,Van Eysingalaan,377,3527 VK
marnixlaan262 b ,verblijfsobject.bag:0344010000110356,,member,,6614097,0344010000110356,71,Verblijfsobject in gebruik,woonfunctie,Marnixlaan,262,B,,3552HK,Utrecht,2011,0344100000084321,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110356,fme_point,,,,,,Marnixlaan,262 B,3552 HK
marnixlaan278 a ,verblijfsobject.bag:0344010000157731,,member,,6614102,0344010000157731,69,Verblijfsobject in gebruik,woonfunctie,Marnixlaan,278,A,,3552HK,Utrecht,2011,0344100000084321,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000157731,fme_point,,,,,,Marnixlaan,278 A,3552 HK
marnixlaan298 b ,verblijfsobject.bag:0344010000110532,,member,,6614109,0344010000110532,70,Verblijfsobject in gebruik,woonfunctie,Marnixlaan,298,B,,3552HK,Utrecht,2011,0344100000084321,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110532,fme_point,,,,,,Marnixlaan,298 b,3552 HK
tesselschadestraat1 b ,verblijfsobject.bag:0344010000121797,,member,,6614133,0344010000121797,50,Verblijfsobject in gebruik,woonfunctie,Tesselschadestraat,1,B,,3521XR,Utrecht,1906,0344100000071134,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121797,fme_point,,,,,,Tesselschadestraat,1 B,3521 XR
amsterdamsestraatweg525 a ,verblijfsobject.bag:0344010000110558,,member,,6614136,0344010000110558,39,Verblijfsobject in gebruik,woonfunctie,Amsterdamsestraatweg,525,A,,3553EE,Utrecht,1926,0344100000010179,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110558,fme_point,,,,,,Amsterdamsestraatweg,525 A,3553 EE
adriaen van ostadelaan22 a ,verblijfsobject.bag:0344010000121792,,member,,6614137,0344010000121792,144,Verblijfsobject in gebruik,woonfunctie,Adriaen van Ostadelaan,22,A,,3583AJ,Utrecht,1900,0344100000065299,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121792,fme_point,,,,,,Adriaen van Ostadelaan,22 a,3583 AJ
heemstedelaan12  ,verblijfsobject.bag:0344010000111234,,member,,6614186,0344010000111234,87,Verblijfsobject in gebruik,woonfunctie,Heemstedelaan,12,,,3523KE,Utrecht,2010,0344100000082456,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000111234,fme_point,,,,,,Heemstedelaan,12,3523 KE
roelof drosthof15  ,verblijfsobject.bag:0344010000119901,,member,,6614203,0344010000119901,126,Verblijfsobject in gebruik,woonfunctie,Roelof Drosthof,15,,,3523KA,Utrecht,2010,0344100000084549,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000119901,fme_point,,,,,,Roelof Drosthof,15,3523 KA
miles davisstraat165  ,verblijfsobject.bag:0344010000128918,,member,,6614250,0344010000128918,87,Verblijfsobject in gebruik,woonfunctie,Miles Davisstraat,165,,,3543GT,Utrecht,2012,0344100000084191,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000128918,fme_point,,,,,,Miles Davisstraat,165,3543 GT
miles davisstraat167  ,verblijfsobject.bag:0344010000109982,,member,,6614251,0344010000109982,87,Verblijfsobject in gebruik,woonfunctie,Miles Davisstraat,167,,,3543GT,Utrecht,2012,0344100000084191,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000109982,fme_point,,,,,,Miles Davisstraat,167,3543 GT
miles davisstraat181  ,verblijfsobject.bag:0344010000130536,,member,,6614258,0344010000130536,52,Verblijfsobject in gebruik,woonfunctie,Miles Davisstraat,181,,,3543GT,Utrecht,2012,0344100000084191,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000130536,fme_point,,,,,,Miles Davisstraat,181,3543 GT
amsterdamsestraatweg101 j ,verblijfsobject.bag:0344010000110749,,member,,6614434,0344010000110749,29,Verblijfsobject in gebruik,woonfunctie,Amsterdamsestraatweg,101,J,,3513AC,Utrecht,1913,0344100000016511,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110749,fme_point,,,,,,Amsterdamsestraatweg,101 J,3513 AC
miles davisstraat231  ,verblijfsobject.bag:0344010000108816,,member,,6614396,0344010000108816,62,Verblijfsobject in gebruik,woonfunctie,Miles Davisstraat,231,,,3543GT,Utrecht,2012,0344100000084191,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108816,fme_point,,,,,,Miles Davisstraat,231,3543 GT
miles davisstraat233  ,verblijfsobject.bag:0344010000108817,,member,,6614397,0344010000108817,55,Verblijfsobject in gebruik,woonfunctie,Miles Davisstraat,233,,,3543GT,Utrecht,2012,0344100000084191,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108817,fme_point,,,,,,Miles Davisstraat,233,3543 GT
javastraat29 b ,verblijfsobject.bag:0344010000110750,,member,,6614436,0344010000110750,40,Verblijfsobject in gebruik,woonfunctie,Javastraat,29,B,,3531PM,Utrecht,1918,0344100000013770,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110750,fme_point,,,,,,Javastraat,29 b,3531 PM
miles davisstraat255  ,verblijfsobject.bag:0344010000130712,,member,,6614404,0344010000130712,87,Verblijfsobject in gebruik,woonfunctie,Miles Davisstraat,255,,,3543GT,Utrecht,2012,0344100000084191,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000130712,fme_point,,,,,,Miles Davisstraat,255,3543 GT
miles davisstraat263  ,verblijfsobject.bag:0344010000108828,,member,,6614407,0344010000108828,55,Verblijfsobject in gebruik,woonfunctie,Miles Davisstraat,263,,,3543GT,Utrecht,2012,0344100000084191,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108828,fme_point,,,,,,Miles Davisstraat,263,3543 GT
oudegracht273 c ,verblijfsobject.bag:0344010000110757,,member,,6614444,0344010000110757,37,Verblijfsobject in gebruik,woonfunctie,Oudegracht,273,C,,3511NN,Utrecht,1900,0344100000042169,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110757,fme_point,,,,,,Oudegracht,273 C,3511 NN
europaplein906  ,verblijfsobject.bag:0344010000111628,,member,,6614555,0344010000111628,28,Verblijfsobject in gebruik,woonfunctie,Europaplein,906,,,3526WS,Utrecht,2007,0344100000068675,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000111628,fme_point,,,,,,Europaplein,906,3526 WS
talmalaan49  ,verblijfsobject.bag:0344010000110600,,member,,6614672,0344010000110600,126,Verblijfsobject in gebruik,woonfunctie,Talmalaan,49,,,3515CW,Utrecht,2011,0344100000084366,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110600,fme_point,,,,,,Talmalaan,49,3515 CW
talmalaan83  ,verblijfsobject.bag:0344010000110613,,member,,6614684,0344010000110613,128,Verblijfsobject in gebruik,woonfunctie,Talmalaan,83,,,3515CW,Utrecht,2011,0344100000082610,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110613,fme_point,,,,,,Talmalaan,83,3515 CW
talmalaan131  ,verblijfsobject.bag:0344010000110630,,member,,6614700,0344010000110630,128,Verblijfsobject in gebruik,woonfunctie,Talmalaan,131,,,3515CX,Utrecht,2011,0344100000083873,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110630,fme_point,,,,,,Talmalaan,131,3515 CX
niftarlakeplantsoen11  ,verblijfsobject.bag:0344010000109010,,member,,6614706,0344010000109010,155,Verblijfsobject in gebruik,woonfunctie,Niftarlakeplantsoen,11,,,3554HT,Utrecht,2009,0344100000039229,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000109010,fme_point,,,,,,Niftarlakeplantsoen,11,3554 HT
pablo picassostraat173  ,verblijfsobject.bag:0344010000122021,,member,,6614764,0344010000122021,74,Verblijfsobject in gebruik,woonfunctie,Pablo Picassostraat,173,,,3544NX,Utrecht,2007,0344100000002198,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000122021,fme_point,,,,,,Pablo Picassostraat,173,3544 NX
daelwijcklaan230  ,verblijfsobject.bag:0344010000129609,,member,,6614835,0344010000129609,82,Verblijfsobject in gebruik,woonfunctie,Daelwijcklaan,230,,,3554HL,Utrecht,2012,0344100000082478,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000129609,fme_point,,,,,,Daelwijcklaan,230,3554 HL
glastuinbouwsingel45  ,verblijfsobject.bag:0344010000108294,,member,,6614864,0344010000108294,193,Verblijfsobject in gebruik,woonfunctie,Glastuinbouwsingel,45,,,3544JA,Utrecht,2012,0344100000083896,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108294,fme_point,,,,,,Glastuinbouwsingel,45,3544 JA
europaplein879  ,verblijfsobject.bag:0344010000111834,,member,,6614866,0344010000111834,39,Verblijfsobject in gebruik,woonfunctie,Europaplein,879,,,3526WS,Utrecht,2007,0344100000068675,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000111834,fme_point,,,,,,Europaplein,879,3526 WS
berlagestraat90  ,verblijfsobject.bag:0344010000112010,,member,,6614900,0344010000112010,34,Verblijfsobject in gebruik,woonfunctie,Berlagestraat,90,,,3555CW,Utrecht,2010,0344100000014046,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000112010,fme_point,,,,,,Berlagestraat,90,3555 CW
berlagestraat126  ,verblijfsobject.bag:0344010000112024,,member,,6614912,0344010000112024,34,Verblijfsobject in gebruik,woonfunctie,Berlagestraat,126,,,3555CW,Utrecht,2010,0344100000014046,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000112024,fme_point,,,,,,Berlagestraat,126,3555 CW
berlagestraat148  ,verblijfsobject.bag:0344010000121161,,member,,6614919,0344010000121161,34,Verblijfsobject in gebruik,woonfunctie,Berlagestraat,148,,,3555CW,Utrecht,2010,0344100000014046,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121161,fme_point,,,,,,Berlagestraat,148,3555 CW
berlagestraat32  ,verblijfsobject.bag:0344010000121295,,member,,6614934,0344010000121295,34,Verblijfsobject in gebruik,woonfunctie,Berlagestraat,32,,,3555CW,Utrecht,2010,0344100000014046,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121295,fme_point,,,,,,Berlagestraat,32,3555 CW
berlagestraat58  ,verblijfsobject.bag:0344010000121299,,member,,6614943,0344010000121299,34,Verblijfsobject in gebruik,woonfunctie,Berlagestraat,58,,,3555CW,Utrecht,2010,0344100000014046,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121299,fme_point,,,,,,Berlagestraat,58,3555 CW
utrechtseweg47 a ,verblijfsobject.bag:0344010000112210,,member,,6614948,0344010000112210,153,Verblijfsobject in gebruik,woonfunctie,Utrechtseweg,47,A,,3544NA,Utrecht,2015,0344100000083000,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000112210,fme_point,,,,,,Utrechtseweg,47 A,3544 NA
talmalaan139  ,verblijfsobject.bag:0344010000130709,,member,,6614960,0344010000130709,128,Verblijfsobject in gebruik,woonfunctie,Talmalaan,139,,,3515CX,Utrecht,2011,0344100000083490,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000130709,fme_point,,,,,,Talmalaan,139,3515 CX
coornhertstraat24 a ,verblijfsobject.bag:0344010000110840,,member,,6615020,0344010000110840,29,Verblijfsobject in gebruik,woonfunctie,Coornhertstraat,24,A,,3521XJ,Utrecht,1906,0344100000041427,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000110840,fme_point,,,,,,Coornhertstraat,24 a,3521 XJ
voorsterbeeklaan70  ,verblijfsobject.bag:0344010000109457,,member,,6615095,0344010000109457,76,Verblijfsobject in gebruik,woonfunctie,Voorsterbeeklaan,70,,,3521DE,Utrecht,2012,0344100000082748,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000109457,fme_point,,,,,,Voorsterbeeklaan,70,3521 DE
duurstedelaan45 b ,verblijfsobject.bag:0344010000107886,,member,,6615355,0344010000107886,134,Verblijfsobject in gebruik,woonfunctie,Duurstedelaan,45,B,,3525AM,Utrecht,2008,0344100000020968,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000107886,fme_point,,,,,,Duurstedelaan,45 B,3525 AM
hooft graaflandstraat40 b ,verblijfsobject.bag:0344010000107905,,member,,6615371,0344010000107905,142,Verblijfsobject in gebruik,woonfunctie,Hooft Graaflandstraat,40,B,,3525VW,Utrecht,2008,0344100000019875,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000107905,fme_point,,,,,,Hooft Graaflandstraat,40 b,3525 VW
kastanjestraat2  ,verblijfsobject.bag:0344010000122247,,member,,6615381,0344010000122247,111,Verblijfsobject in gebruik,woonfunctie,Kastanjestraat,2,,,3552SL,Utrecht,2009,0344100000067260,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000122247,fme_point,,,,,,Kastanjestraat,2,3552 SL
zandhofsestraat126 a ,verblijfsobject.bag:0344010000121249,,member,,6615419,0344010000121249,40,Verblijfsobject in gebruik,woonfunctie,Zandhofsestraat,126,A,,3572GK,Utrecht,1890,0344100000078330,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121249,fme_point,,,,,,Zandhofsestraat,126 a,3572 GK
noordzeestraat60  ,verblijfsobject.bag:0344010000120742,,member,,6615455,0344010000120742,138,Verblijfsobject in gebruik,woonfunctie,Noordzeestraat,60,,,3522PL,Utrecht,2009,0344100000065580,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000120742,fme_point,,,,,,Noordzeestraat,60,3522 PL
noordzeestraat72  ,verblijfsobject.bag:0344010000109854,,member,,6615459,0344010000109854,122,Verblijfsobject in gebruik,woonfunctie,Noordzeestraat,72,,,3522PL,Utrecht,2009,0344100000028928,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000109854,fme_point,,,,,,Noordzeestraat,72,3522 PL
battutalaan653  ,verblijfsobject.bag:0344010000108684,,member,,6615555,0344010000108684,59,Verblijfsobject in gebruik,woonfunctie,Battutalaan,653,,,3526VT,Utrecht,2012,0344100000082996,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108684,fme_point,,,,,,Battutalaan,653,3526 VT
battutalaan657  ,verblijfsobject.bag:0344010000108686,,member,,6615556,0344010000108686,71,Verblijfsobject in gebruik,woonfunctie,Battutalaan,657,,,3526VT,Utrecht,2012,0344100000082996,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108686,fme_point,,,,,,Battutalaan,657,3526 VT
battutalaan673  ,verblijfsobject.bag:0344010000129755,,member,,6615562,0344010000129755,71,Verblijfsobject in gebruik,woonfunctie,Battutalaan,673,,,3526VT,Utrecht,2012,0344100000082996,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000129755,fme_point,,,,,,Battutalaan,673,3526 VT
battutalaan677  ,verblijfsobject.bag:0344010000108695,,member,,6615563,0344010000108695,90,Verblijfsobject in gebruik,woonfunctie,Battutalaan,677,,,3526VT,Utrecht,2012,0344100000082996,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108695,fme_point,,,,,,Battutalaan,677,3526 VT
laan van chartroise80  ,verblijfsobject.bag:0344010000108893,,member,,6615895,0344010000108893,140,Verblijfsobject in gebruik,woonfunctie,Laan van Chartroise,80,,,3552EX,Utrecht,2011,0344100000083010,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108893,fme_point,,,,,,Laan van Chartroise,80,3552 EX
laan van chartroise100 b ,verblijfsobject.bag:0344010000108900,,member,,6615902,0344010000108900,75,Verblijfsobject in gebruik,woonfunctie,Laan van Chartroise,100,B,,3552EX,Utrecht,2011,0344100000084626,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000108900,fme_point,,,,,,Laan van Chartroise,100 b,3552 EX
laan van chartroise102 b ,verblijfsobject.bag:0344010000120297,,member,,6615904,0344010000120297,75,Verblijfsobject in gebruik,woonfunctie,Laan van Chartroise,102,B,,3552EX,Utrecht,2011,0344100000084626,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000120297,fme_point,,,,,,Laan van Chartroise,102 B,3552 EX
zeemeeuwhof15  ,verblijfsobject.bag:0344010000113017,,member,,6615967,0344010000113017,129,Verblijfsobject in gebruik,woonfunctie,Zeemeeuwhof,15,,,3582DP,Utrecht,2009,0344100000005733,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000113017,fme_point,,,,,,Zeemeeuwhof,15,3582 DP
magdalenastraat3 b ,verblijfsobject.bag:0344010000113054,,member,,6616002,0344010000113054,170,Verblijfsobject in gebruik,woonfunctie,Magdalenastraat,3,B,,3512NH,Utrecht,1860,0344100000049452,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000113054,fme_point,,,,,,Magdalenastraat,3 B,3512 NH
mulderstraat53 c ,verblijfsobject.bag:0344010000113221,,member,,6616021,0344010000113221,48,Verblijfsobject in gebruik,woonfunctie,Mulderstraat,53,C,,3581GP,Utrecht,2010,0344100000082559,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000113221,fme_point,,,,,,Mulderstraat,53 C,3581 GP
mulderstraat53  ,verblijfsobject.bag:0344010000113222,,member,,6616022,0344010000113222,195,Verblijfsobject in gebruik,woonfunctie,Mulderstraat,53,,,3581GP,Utrecht,2010,0344100000082559,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000113222,fme_point,,,,,,Mulderstraat,53,3581 GP
van eysingalaan86  ,verblijfsobject.bag:0344010000007366,,member,,6616159,0344010000007366,86,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,86,,,3527VM,Utrecht,1960,0344100000001597,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007366,fme_point,,,,,,Van Eysingalaan,86,3527 VM
kouwerplantsoen82  ,verblijfsobject.bag:0344010000015459,,member,,6616195,0344010000015459,118,Verblijfsobject in gebruik,woonfunctie,Kouwerplantsoen,82,,,3571LX,Utrecht,1960,0344100000069565,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000015459,fme_point,,,,,,Kouwerplantsoen,82,3571 LX
kouwerplantsoen93  ,verblijfsobject.bag:0344010000015464,,member,,6616197,0344010000015464,112,Verblijfsobject in gebruik,woonfunctie,Kouwerplantsoen,93,,,3571LZ,Utrecht,1960,0344100000012171,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000015464,fme_point,,,,,,Kouwerplantsoen,93,3571 LZ
androsdreef24  ,verblijfsobject.bag:0344010000001012,,member,,6616243,0344010000001012,100,Verblijfsobject in gebruik,woonfunctie,Androsdreef,24,,,3562XA,Utrecht,1966,0344100000048171,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000001012,fme_point,,,,,,Androsdreef,24,3562 XA
nicolaas beetsstraat210  ,verblijfsobject.bag:0344010000004033,,member,,6616302,0344010000004033,117,Verblijfsobject in gebruik,woonfunctie,Nicolaas Beetsstraat,210,,,3511HG,Utrecht,1992,0344100000071392,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004033,fme_point,,,,,,Nicolaas Beetsstraat,210,3511 HG
eisenhowerlaan272  ,verblijfsobject.bag:0344010000004316,,member,,6616335,0344010000004316,72,Verblijfsobject in gebruik,woonfunctie,Eisenhowerlaan,272,,,3527HL,Utrecht,1964,0344100000046053,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004316,fme_point,,,,,,Eisenhowerlaan,272,3527 HL
eisenhowerlaan322  ,verblijfsobject.bag:0344010000116293,,member,,6616340,0344010000116293,87,Verblijfsobject in gebruik,woonfunctie,Eisenhowerlaan,322,,,3527HN,Utrecht,1966,0344100000010011,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000116293,fme_point,,,,,,Eisenhowerlaan,322,3527 HN
kapteynlaan87  ,verblijfsobject.bag:0344010000122298,,member,,6616454,0344010000122298,73,Verblijfsobject in gebruik,woonfunctie,Kapteynlaan,87,,,3571XM,Utrecht,1965,0344100000076639,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000122298,fme_point,,,,,,Kapteynlaan,87,3571 XM
karel doormanlaan71  ,verblijfsobject.bag:0344010000004836,,member,,6616587,0344010000004836,98,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,71,,,3572NH,Utrecht,1958,0344100000081322,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004836,fme_point,,,,,,Karel Doormanlaan,71,3572 NH
harnaslaan11  ,verblijfsobject.bag:0344010000014919,,member,,6616668,0344010000014919,80,Verblijfsobject in gebruik,woonfunctie,Harnaslaan,11,,,3525GE,Utrecht,1961,0344100000067835,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000014919,fme_point,,,,,,Harnaslaan,11,3525 GE
oudegracht88 k ,verblijfsobject.bag:0344010000001708,,member,,6616738,0344010000001708,50,Verblijfsobject in gebruik,woonfunctie,Oudegracht,88,K,,3511AV,Utrecht,1450,0344100000050108,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000001708,fme_point,,,,,,Oudegracht,88 K,3511 AV
oudegracht370 b ,verblijfsobject.bag:0344010000001769,,member,,6616749,0344010000001769,51,Verblijfsobject in gebruik,woonfunctie,Oudegracht,370,B,,3511PP,Utrecht,1575,0344100000002591,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000001769,fme_point,,,,,,Oudegracht,370 B,3511 PP
karel doormanlaan2  ,verblijfsobject.bag:0344010000131890,,member,,6616794,0344010000131890,98,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,2,,,3572NA,Utrecht,1958,0344100000030311,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000131890,fme_point,,,,,,Karel Doormanlaan,2,3572 NA
briljantlaan122  ,verblijfsobject.bag:0344010000007285,,member,,6616877,0344010000007285,62,Verblijfsobject in gebruik,woonfunctie,Briljantlaan,122,,,3523CJ,Utrecht,1959,0344100000065291,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007285,fme_point,,,,,,Briljantlaan,122,3523 CJ
albert van dalsumlaan683  ,verblijfsobject.bag:0344010000001391,,member,,6616941,0344010000001391,60,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,683,,,3584HP,Utrecht,1979,0344100000056500,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000001391,fme_point,,,,,,Albert van Dalsumlaan,683,3584 HP
adenauerlaan1  ,verblijfsobject.bag:0344010000001122,,member,,6617161,0344010000001122,135,Verblijfsobject in gebruik,woonfunctie,Adenauerlaan,1,,,3527RA,Utrecht,1960,0344100000074145,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000001122,fme_point,,,,,,Adenauerlaan,1,3527 RA
adenauerlaan79  ,verblijfsobject.bag:0344010000001151,,member,,6617174,0344010000001151,140,Verblijfsobject in gebruik,woonfunctie,Adenauerlaan,79,,,3527RB,Utrecht,1960,0344100000074145,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000001151,fme_point,,,,,,Adenauerlaan,79,3527 RB
boisotstraat72  ,verblijfsobject.bag:0344010000005655,,member,,6617235,0344010000005655,66,Verblijfsobject in gebruik,woonfunctie,Boisotstraat,72,,,3554XC,Utrecht,1983,0344100000029310,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005655,fme_point,,,,,,Boisotstraat,72,3554 XC
van bijnkershoeklaan355  ,verblijfsobject.bag:0344010000006632,,member,,6617289,0344010000006632,90,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,355,,,3527XJ,Utrecht,1961,0344100000026989,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006632,fme_point,,,,,,Van Bijnkershoeklaan,355,3527 XJ
albert van dalsumlaan587  ,verblijfsobject.bag:0344010000129001,,member,,6617711,0344010000129001,93,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,587,,,3584HM,Utrecht,1979,0344100000084611,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000129001,fme_point,,,,,,Albert van Dalsumlaan,587,3584 HM
