"title","price","sold_at_date"
"Verkocht: Bouwnummer (Bouwnr. 203) 3541 Utrecht [funda]","692500","20 januari 2020"
"Verkocht: Prins Hendriklaan 63 3583 EE Utrecht [funda]","925000","19 mei 2020"
"Verkocht: Mijdrechtstraat 6 bis A 3522 HW Utrecht [funda]","225000","28 april 2020"
"Verkocht: Bemuurde Weerd W.Z. 1 3513 BH Utrecht [funda]","700000",""
"Verkocht: Jan Haringstraat 19 3554 XV Utrecht [funda]","334500","23 april 2020"
"Verkocht: Shetlands 44 3524 ED Utrecht [funda]","415000","19 mei 2020"
"Verkocht: Alblasstraat 6 bis 3522 RR Utrecht [funda]","349000","26 maart 2020"
"Verkocht: Prof. Reinwardtlaan 15 3571 ER Utrecht [funda]","1270000","27 april 2020"
"Verkocht: Draaiweg 105 3515 EL Utrecht [funda]","300000","11 april 2020"
"Verkocht: Vit�riadreef 7 3563 VW Utrecht [funda]","469000","24 maart 2020"
"Verkocht: Merwedestraat 23 3522 XK Utrecht [funda]","325000","17 april 2020"
"Verkocht: Nachtegaalstraat 90 bis 3581 AP Utrecht [funda]","350000","25 mei 2020"
"Verkocht: Tolsteegplantsoen 56 3 3523 AR Utrecht [funda]","275000","20 mei 2020"
"Verkocht: Laan van Chartroise 102 G 3552 EX Utrecht [funda]","300000","21 mei 2020"
"Verkocht: Bouwnummer (Bouwnr. 204) 3541 Utrecht [funda]","697500","28 augustus 2019"
"Verkocht: Ternatestraat 27 3531 RW Utrecht [funda]","275000","25 april 2020"
"Verkocht: Bouwnummer (Bouwnr. 206) 3541 Utrecht [funda]","690000","19 augustus 2019"
"Verkocht: Alphons Diepenbrockplein 10 3533 AA Utrecht [funda]","550000","22 mei 2020"
"Verkocht: Habib Bourguibastraat 30 3573 PL Utrecht [funda]","435000","18 mei 2020"
"Verkocht: Bouwnummer (Bouwnr. 226) 3541 Utrecht [funda]","555000","29 oktober 2019"
"Verkocht: Bouwnummer (Bouwnr. 228) 3541 Utrecht [funda]","397500","12 juli 2019"
"Verkocht: Bouwnummer (Bouwnr. 227) 3541 Utrecht [funda]","505000","18 oktober 2019"
"Verkocht: Hartingstraat 22 D 3511 HV Utrecht [funda]","150000","21 mei 2020"
"Verkocht: Bouwnummer (Bouwnr. 224) 3541 Utrecht [funda]","490000","16 september 2019"
"Verkocht: Bouwnummer (Bouwnr. 209) 3541 Utrecht [funda]","620000","16 december 2019"
"Verkocht: Bouwnummer (Bouwnr. 214) 3541 Utrecht [funda]","500000","12 juli 2019"
"Verkocht: Bouwnummer (Bouwnr. 229) 3541 Utrecht [funda]","395000","31 oktober 2019"
"Verkocht: Bouwnummer (Bouwnr. 216) 3541 Utrecht [funda]","300000","12 juli 2019"
"Verkocht: Bouwnummer (Bouwnr. 218) 3541 Utrecht [funda]","390000","11 december 2019"
"Verkocht: Bouwnummer (Bouwnr. 219) 3541 Utrecht [funda]","395000","12 juli 2019"
"Verkocht: Jeanne d'Arcdreef 5 3561 SB Utrecht [funda]","389500","27 maart 2020"
"Verkocht: Arthur van Schendelstraat 579 3511 MP Utrecht [funda]","535000",""
"Verkocht: Groenmarktstraat 35 3521 AV Utrecht [funda]","295000","21 april 2020"
"Verkocht: Hamakerlaan 42 3571 ZG Utrecht [funda]","475000","25 maart 2020"
"Verkocht: Burgemeester van Tuyllkade 105 3553 AE Utrecht [funda]","205000","10 april 2020"
"Verkocht: Haverstraat 21 3511 NA Utrecht [funda]","199000","30 april 2020"
"Verkocht: Croesestraat 88 bs 3522 AH Utrecht [funda]","375000",""
"Verkocht: Grauwaartsingel 232 3541 DA Utrecht [funda]","419000","20 april 2020"
"Verkocht: Vosmaerstraat 7 3532 XD Utrecht [funda]","575000","30 maart 2020"
"Verkocht: Renstraat 5 3581 TP Utrecht [funda]","375000","27 maart 2020"
"Verkocht: Merwedekade 136 Bis 3522 JA Utrecht [funda]","350000","17 april 2020"
"Verkocht: Fregatstraat 13 3534 RA Utrecht [funda]","349000","28 april 2020"
"Verkocht: Orchideestraat 33 3551 GH Utrecht [funda]","399000","27 maart 2020"
"Verkocht: Paramaribostraat 49 3531 KP Utrecht [funda]","225000","24 april 2020"
"Verkocht: Vlechtdraadhof 28 3525 BS Utrecht [funda]","450000","22 april 2020"
"Verkocht: Pahud de Mortangesdreef 98 3562 AC Utrecht [funda]","155000","30 maart 2020"
"Verkocht: Da Costakade 13 bis 3521 VR Utrecht [funda]","350000","12 maart 2020"
"Verkocht: Seringstraat 74 3551 TM Utrecht [funda]","275000","20 april 2020"
"Verkocht: Ornsteinsingel 30 3571 HT Utrecht [funda]","585000","22 april 2020"
"Verkocht: Julianaweg 22 3525 VG Utrecht [funda]","475000","17 maart 2020"
"Verkocht: Plantage 148 3551 DK Utrecht [funda]","295000","26 maart 2020"
"Verkocht: Goedestraat 76 3572 RW Utrecht [funda]","350000","26 maart 2020"
"Verkocht: Fregatstraat 125 3534 RC Utrecht [funda]","369000","19 maart 2020"
"Verkocht: Amsterdamsestraatweg 525 3553 EE Utrecht [funda]","250000","19 maart 2020"
"Verkocht: Jutfaseweg 37 A 3522 HD Utrecht [funda]","250000","21 april 2020"
"Verkocht: Ella Fitzgeraldplein 233 3543 EN Utrecht [funda]","259000","10 maart 2020"
"Verkocht: Croeselaan 264 A 3521 CL Utrecht [funda]","235000","19 maart 2020"
"Verkocht: Stadswoningen - Laan bnr. 8 3541 GB Utrecht [funda]","459000","24 april 2020"
"Verkocht: Bekkerstraat 27 3572 SB Utrecht [funda]","498000","25 maart 2020"
"Verkocht: Biltstraat 158 H 3572 BN Utrecht [funda]","199000","14 april 2020"
"Verkocht: Gijsbrecht van Walenborchstraat 59 3515 BS Utrecht [funda]","500000","23 maart 2020"
"Verkocht: Othellodreef 73 a 3561 GT Utrecht [funda]","230000","26 maart 2020"
"Verkocht: Sleeswijk 26 3524 KD Utrecht [funda]","285000","11 maart 2020"
"Verkocht: Greenville, fase 2 (Bouwnr. 28) 3541 DZ Utrecht [funda]","482665","28 februari 2020"
"Verkocht: Bouwstraat 23 3572 SN Utrecht [funda]","485000","20 april 2020"
"Verkocht: Victor Hugoplantsoen 7 -1 3533 CE Utrecht [funda]","275000","18 maart 2020"
"Verkocht: Abstederdijk 44 3582 BN Utrecht [funda]","525000","21 april 2020"
"Verkocht: Hoefijzerstraat 80 3572 BX Utrecht [funda]","525000","21 april 2020"
"Verkocht: Gal�pagos 3 3524 JX Utrecht [funda]","315000","13 februari 2020"
"Verkocht: Griftkade 1 Bis 3572 TW Utrecht [funda]","369000","16 maart 2020"
"Verkocht: Fritz Kreislerhof 6 3543 HN Utrecht [funda]","485000","21 april 2020"
"Verkocht: Van Egmondkade 84 3553 JL Utrecht [funda]","250000","22 april 2020"
"Verkocht: Ahornstraat 4 bis 3552 CG Utrecht [funda]","249000","20 april 2020"
"Verkocht: Van Kleffenslaan 139 3527 CS Utrecht [funda]","230000","22 april 2020"
"Verkocht: Scheldestraat 35 3522 CB Utrecht [funda]","325000","25 maart 2020"
"Verkocht: Pelmolenweg 16 3511 XP Utrecht [funda]","550000","27 maart 2020"
"Verkocht: Victoria Regiadreef 117 3563 GG Utrecht [funda]","200000","24 maart 2020"
"Verkocht: Coornhertstraat 69 3521 XG Utrecht [funda]","539000","20 januari 2020"
"Verkocht: Van Limburg Brouwerstraat 14 3532 TT Utrecht [funda]","540000","23 april 2020"
"Verkocht: Jacob van Ruisdaelstraat 92 3583 CH Utrecht [funda]","595000","21 april 2020"
"Verkocht: Oldenburgerstraat 201 3573 SJ Utrecht [funda]","395000","22 april 2020"
"Verkocht: Huurweerstraat 7 3513 EE Utrecht [funda]","469000","22 april 2020"
"Verkocht: Palmstraat 26 3572 TC Utrecht [funda]","550000","23 januari 2020"
"Verkocht: Violenstraat 5 3551 BA Utrecht [funda]","300000","21 februari 2020"
"Verkocht: Oeral 30 3524 DW Utrecht [funda]","215000","23 maart 2020"
"Verkocht: Van Meursstraat 63 3532 CH Utrecht [funda]","450000","16 februari 2020"
"Verkocht: 107 | Appartement | De Veiling 3544 JJ Utrecht [funda]","455000","21 februari 2020"
"Verkocht: Jeremias de Deckerstraat 8 3521 TN Utrecht [funda]","499000","23 april 2020"
"Verkocht: 117 | Rijwoning | De Veiling 3544 JJ Utrecht [funda]","458000","21 februari 2020"
"Verkocht: Tweede Oosterparklaan 336 3544 AZ Utrecht [funda]","450000","18 maart 2020"
"Verkocht: Runstraat 38 3522 RJ Utrecht [funda]","425000","26 maart 2020"
"Verkocht: Spieghelstraat 59 3521 XM Utrecht [funda]","535000","16 maart 2020"
"Verkocht: Violenstraat 20 3551 BC Utrecht [funda]","339000","22 april 2020"
"Verkocht: Veilingstraat 11 3521 BE Utrecht [funda]","375000","15 april 2020"
"Verkocht: Bolksbeekstraat 71 A 3521 CP Utrecht [funda]","209000","25 maart 2020"
"Verkocht: Rachmaninoffplantsoen 57 3533 JX Utrecht [funda]","250000","23 april 2020"
"Verkocht: Johannes Uitenbogaertstraat 56 bis 3553 VS Utrecht [funda]","225000","24 april 2020"
"Verkocht: Korenbloemstraat 35 3551 GM Utrecht [funda]","285000","18 februari 2020"
"Verkocht: Zilvergeldstraat 18 3513 VR Utrecht [funda]","450000","31 maart 2020"
"Verkocht: Joseph Haydnlaan 42 I 3533 AK Utrecht [funda]","250000","28 februari 2020"
"Verkocht: Herautsingel 45 3525 GL Utrecht [funda]","169500","15 april 2020"
"Verkocht: Lippizanerhof 2 3573 SP Utrecht [funda]","585000","23 januari 2020"
"Verkocht: Herenhuis Type A - PB (Bouwnr. 25) 3541 EW Utrecht [funda]","750000","30 september 2019"
"Verkocht: Gerard Revestraat 19 3544 KK Utrecht [funda]","349000","21 maart 2020"
"Verkocht: Stationsstraat 10 3511 EE Utrecht [funda]","575000","19 februari 2020"
"Verkocht: Simplonbaan 159 3524 GE Utrecht [funda]","249000","16 januari 2020"
"Verkocht: Zeeltstraat 32 3525 TG Utrecht [funda]","349000","15 februari 2020"
"Verkocht: F. Koolhovenstraat 14 3555 VJ Utrecht [funda]","365000","24 maart 2020"
"Verkocht: Lange Nieuwstraat 67 A 3512 PD Utrecht [funda]","385000","24 april 2020"
"Verkocht: Jadelaan 1 3523 CS Utrecht [funda]","275000","28 april 2020"
"Verkocht: Van Lippe Biesterfeldstraat 12 3523 VB Utrecht [funda]","325000","17 april 2020"
"Verkocht: Balistraat 37 3531 PT Utrecht [funda]","385000","24 april 2020"
"Verkocht: Bolksbeekstraat 22 B 3521 CS Utrecht [funda]","350000","26 maart 2020"
"Verkocht: Victor Hugoplantsoen 8 -1 3533 CE Utrecht [funda]","299000","24 april 2020"
"Verkocht: Julianaweg 4 A 3525 VG Utrecht [funda]","425000","10 april 2020"
"Verkocht: Vosmaerstraat 10 3532 XD Utrecht [funda]","539000","27 maart 2020"
"Verkocht: Herenhuis Type A - PB (Bouwnr. 10) 3541 EW Utrecht [funda]","725000","30 september 2019"
"Verkocht: Fregatstraat 51 3534 RB Utrecht [funda]","349000","18 maart 2020"
"Verkocht: Battutalaan 775 3526 VT Utrecht [funda]","325000","24 april 2020"
"Verkocht: Edisonstraat 42 3553 BT Utrecht [funda]","285000","20 februari 2020"
"Verkocht: Linnaeusstraat 44 bis 3553 CE Utrecht [funda]","289000","25 maart 2020"
"Verkocht: Walter Kollolaan 176 3543 HR Utrecht [funda]","389000","21 april 2020"
"Verkocht: De Parkwachter (Bouwnr. 43) 3541 Utrecht [funda]","1140000","21 april 2020"
"Verkocht: Madridstraat 86 3541 DZ Utrecht [funda]","1140000","20 april 2020"
"Verkocht: Amsterdamsestraatweg 57 3513 AA Utrecht [funda]","300000",""
"Verkocht: Hartingstraat 22 bis H 3511 HV Utrecht [funda]","105000","16 april 2020"
"Verkocht: Bremstraat 96 3551 TG Utrecht [funda]","325000","15 april 2020"
"Verkocht: Carry van Bruggenstraat 9 3511 MX Utrecht [funda]","325000","21 maart 2020"
"Verkocht: Gerard Noodtstraat 55 3515 VW Utrecht [funda]","500000","19 maart 2020"
"Verkocht: Bokstraat 3 3523 RW Utrecht [funda]","275000","19 maart 2020"
"Verkocht: Frederikastraat 19 3572 CR Utrecht [funda]","365000","24 april 2020"
"Verkocht: Shakespearehof 2 3533 CZ Utrecht [funda]","998000","22 april 2020"
"Verkocht: Azi�laan 306 3526 SK Utrecht [funda]","265000","22 april 2020"
"Verkocht: Dr. H. Th. s' Jacoblaan 9 3571 BK Utrecht [funda]","500000","23 april 2020"
"Verkocht: Hogenoord 17 3513 GX Utrecht [funda]","350000","23 maart 2020"
"Verkocht: Dickenslaan 60 3533 BZ Utrecht [funda]","239000","10 februari 2020"
"Verkocht: Mgr. van de Weteringstraat 18 3581 EH Utrecht [funda]","725000","23 april 2020"
"Verkocht: Regentesselaan 24 3571 CE Utrecht [funda]","675000","22 april 2020"
"Verkocht: Haroekoeplein 85 3531 WK Utrecht [funda]","350000","24 januari 2020"
"Verkocht: Corneillelaan 24 3533 CW Utrecht [funda]","599000","23 april 2020"
"Verkocht: Florijn - Appartementen bnr. 15 3541 GB Utrecht [funda]","225000","29 april 2020"
"Verkocht: Florijn - Parkwoningen bnr. 34 3541 GB Utrecht [funda]","660000","29 april 2020"
"Verkocht: Stadswoningen - Laan bnr. 5 3541 GB Utrecht [funda]","435000","29 april 2020"
"Verkocht: Stadswoningen - Groene Vizier bnr. 21 3541 GB Utrecht [funda]","440000","29 april 2020"
"Verkocht: Stadswoningen - Groene Vizier bnr. 24 3541 GB Utrecht [funda]","450000","29 april 2020"
"Verkocht: Stadswoningen - Steeg bnr. 38 3541 GB Utrecht [funda]","405000","29 april 2020"
"Verkocht: Stadswoningen - Steeg bnr. 36 3541 GB Utrecht [funda]","405000","29 april 2020"
"Verkocht: Hendrick de Keyserstraat 20 3583 TJ Utrecht [funda]","535000","20 maart 2020"
"Verkocht: Stadswoningen - Steeg bnr. 39 3541 GB Utrecht [funda]","405000","29 april 2020"
"Verkocht: Hoogstraat 44 3552 XM Utrecht [funda]","449000","10 maart 2020"
"Verkocht: De Lessepsstraat 44 3553 RK Utrecht [funda]","350000","30 maart 2020"
"Verkocht: Houtrakgracht 162 3544 SL Utrecht [funda]","299000","24 april 2020"
"Verkocht: Hermannus Elconiusstraat 79 Bis 3553 VC Utrecht [funda]","250000","24 maart 2020"
"Verkocht: M.G. de Bruinlaan 10 3571 VE Utrecht [funda]","550000","28 april 2020"
"Verkocht: Edisonstraat 101 3553 BP Utrecht [funda]","225000","10 april 2020"
"Verkocht: Prinses Margrietstraat 42 b 3554 GE Utrecht [funda]","235000",""
"Verkocht: Amsterdamsestraatweg 213 bis 3551 CB Utrecht [funda]","250000","30 april 2020"
"Verkocht: Adriaen van Ostadelaan 116 3583 AM Utrecht [funda]","699000","19 april 2020"
"Verkocht: Ella Fitzgeraldplein 231 3543 EN Utrecht [funda]","259000","29 maart 2020"
"Verkocht: Burgemeester Norbruislaan 322 3555 EN Utrecht [funda]","225000","15 april 2020"
"Verkocht: Hermelijnvlinderdijk 139 3544 ZD Utrecht [funda]","450000","14 april 2020"
"Verkocht: Euterpedreef 75 3561 CX Utrecht [funda]","165000","14 maart 2020"
"Verkocht: Johannes Camphuysstraat 40 Bis 3531 SJ Utrecht [funda]","399500","31 maart 2020"
"Verkocht: Jekerstraat 17 3521 EC Utrecht [funda]","460000","27 maart 2020"
"Verkocht: Herculeslaan 182 3584 AB Utrecht [funda]","949000","16 oktober 2019"
"Verkocht: Ravellaan 167 3533 JL Utrecht [funda]","185000","28 april 2020"
"Verkocht: 43 | Type B - rijwoning | De Veiling 3544 JJ Utrecht [funda]","410000","18 juli 2019"
"Verkocht: 113 | Rijwoning | De Veiling 3544 JJ Utrecht [funda]","458000","12 maart 2020"
"Verkocht: 133 | Type B - rijwoning | De Veiling 3544 JJ Utrecht [funda]","433000","28 februari 2020"
"Verkocht: Azi�laan 570 3526 ST Utrecht [funda]","239500","26 maart 2020"
"Verkocht: Stadswoningen - Steeg bnr. 42 3541 GB Utrecht [funda]","405000","19 maart 2020"
"Verkocht: 134 | Type B - rijwoning | De Veiling 3544 JJ Utrecht [funda]","436000","14 februari 2020"
"Verkocht: St.-Ludgerusstraat 349 3553 CX Utrecht [funda]","250000","15 april 2020"
"Verkocht: 143 | Type F - rijwoning | De Veiling 3544 JJ Utrecht [funda]","492000","10 maart 2020"
"Verkocht: Spinozaweg 31 BIS 3532 SB Utrecht [funda]","250000","29 april 2020"
"Verkocht: Balderikstraat 54 3553 BH Utrecht [funda]","295000","11 april 2020"
"Verkocht: Lessinglaan 7 II 3533 AM Utrecht [funda]","275000","31 maart 2020"
"Verkocht: Annastraat 8 3512 GR Utrecht [funda]","519000","21 maart 2020"
"Verkocht: Vit�riadreef 9 3563 VW Utrecht [funda]","469000","30 april 2020"
"Verkocht: Herculeslaan 80 3584 AB Utrecht [funda]","555000","29 januari 2020"
"Verkocht: Costa Ricadreef 329 3563 TG Utrecht [funda]","295000",""
"Verkocht: Hoogravenseweg 57 3523 TH Utrecht [funda]","389000","10 april 2020"
"Verkocht: Prof. van Bemmelenlaan 52 3571 EN Utrecht [funda]","695000","27 maart 2020"
"Verkocht: Pieterskerkhof 2 3512 JR Utrecht [funda]","1450000","21 april 2020"
"Verkocht: Londrinadreef 52 3563 VV Utrecht [funda]","499000","12 maart 2020"
"Verkocht: Barkasstraat 55 3534 PJ Utrecht [funda]","275000","18 maart 2020"
"Verkocht: Jutfaseweg 203 A 3522 HR Utrecht [funda]","325000","30 maart 2020"
"Verkocht: Tolsteegplantsoen 41 3523 AM Utrecht [funda]","275000","10 maart 2020"
"Verkocht: Vasco da Gamalaan 155 3526 ES Utrecht [funda]","212500","20 maart 2020"
"Verkocht: Goudsbloemstraat 8 3551 SN Utrecht [funda]","350000","15 april 2020"
"Verkocht: Harry Banninkstraat 54 3543 CH Utrecht [funda]","425000","16 maart 2020"
"Verkocht: Derde Oosterparklaan 59 3541 SC Utrecht [funda]","449000",""
"Verkocht: Simplonbaan 136 3524 GN Utrecht [funda]","400000","13 maart 2020"
"Verkocht: Hugo de Grootstraat 26 bis 3581 XV Utrecht [funda]","745000","27 maart 2020"
"Verkocht: W.J. Bossenbroekstraat 2 3555 TB Utrecht [funda]","339000","21 maart 2020"
"Verkocht: Ridderlaan 15 3523 HP Utrecht [funda]","389000","17 april 2020"
"Verkocht: Pretoriadreef 72 3564 BX Utrecht [funda]","300000","23 april 2020"
"Verkocht: Bloesemstraat 43 3581 XB Utrecht [funda]","385000","23 december 2019"
"Verkocht: Hijmans van den Berghlaan 14 3571 PA Utrecht [funda]","250000","17 april 2020"
"Verkocht: Van Kleffenslaan 115 3527 CR Utrecht [funda]","250000","20 maart 2020"
"Verkocht: 19 | Type B - rijwoning | De Veiling 3544 JJ Utrecht [funda]","404000","18 juli 2019"
"Verkocht: Zenithstraat 17 3582 PK Utrecht [funda]","419500","30 april 2020"
"Verkocht: Korianderstraat 52 3544 BS Utrecht [funda]","338000","10 april 2020"
"Verkocht: Havikstraat 34 Bis 3514 TR Utrecht [funda]","525000","25 maart 2020"
"Verkocht: Catharijnesingel 101 C 3511 GV Utrecht [funda]","750000","28 april 2020"
"Verkocht: Justus van Effenstraat 50 C 3511 HN Utrecht [funda]","300000","17 april 2020"
"Verkocht: 2e Korte Baanstraat 3 3581 BZ Utrecht [funda]","635000","23 april 2020"
"Verkocht: Rijnvliet Midden | Fase 6 (Bouwnr. 601) 3545 DG Utrecht [funda]","699000","16 oktober 2019"
"Verkocht: Emmalaan 30 3581 HV Utrecht [funda]","1499000","29 april 2020"
"Verkocht: Alphons Diepenbrockplein 11 3533 AA Utrecht [funda]","550000","13 april 2020"
"Verkocht: Nedereindseweg 545 3546 PN Utrecht [funda]","405000","12 mei 2019"
"Verkocht: Vestibule (Bouwnr. 18) 3541 BC Utrecht [funda]","420000","18 juli 2019"
"Verkocht: Greenville fase 2 (Bouwnr. 91) 3541 DZ Utrecht [funda]","480000",""
"Verkocht: Greenville, fase 2 (Bouwnr. 30) 3541 DZ Utrecht [funda]","483665","10 maart 2020"
"Verkocht: Stadswoningen - Groene Vizier bnr. 26 3541 GB Utrecht [funda]","405000","11 mei 2020"
"Verkocht: Enthofstraat 12 3513 GS Utrecht [funda]","249000","24 maart 2020"
"Verkocht: Stuytstraat 4 3544 MP Utrecht [funda]","350000","17 april 2020"
"Verkocht: Adriaan Mulderstraat 17 3555 BL Utrecht [funda]","375000","14 maart 2020"
"Verkocht: Marnixlaan 51 3552 HB Utrecht [funda]","179500","10 maart 2020"
"Verkocht: Trans 19 3512 JJ Utrecht [funda]","595000","16 maart 2020"
"Verkocht: Renoirhof 18 3544 KD Utrecht [funda]","497500","23 maart 2020"
"Verkocht: Eikstraat 8 3581 XL Utrecht [funda]","399000","16 april 2020"
"Verkocht: Papaverstraat 4 3551 EW Utrecht [funda]","229000","24 april 2020"
"Verkocht: Poortstraat 4 3572 HH Utrecht [funda]","595000","21 februari 2020"
"Verkocht: Ooftstraat 25 3572 HR Utrecht [funda]","620000","12 april 2020"
"Verkocht: Wagendwarsstraat 72 3581 WN Utrecht [funda]","325000","14 april 2020"
"Verkocht: Egelantierstraat 34 3551 GD Utrecht [funda]","285000","17 april 2020"
"Verkocht: Sartreweg 76 3573 PN Utrecht [funda]","325000","24 april 2020"
"Verkocht: Androsdreef 150 3562 XE Utrecht [funda]","225000","10 april 2020"
"Verkocht: Tuinbouwstraat 29 3513 EC Utrecht [funda]","600000","31 maart 2020"
"Verkocht: Miles Davisstraat 233 3543 GT Utrecht [funda]","250000","27 maart 2020"
"Verkocht: Stadswoningen - Steeg bnr. 41 3541 GB Utrecht [funda]","405000","19 maart 2020"
"Verkocht: Westinghousestraat 48 3555 VD Utrecht [funda]","300000","21 april 2020"
"Verkocht: Balderikstraat 22 3553 BH Utrecht [funda]","369500","27 maart 2020"
"Verkocht: Havikstraat 55 bis 3514 TM Utrecht [funda]","535000","25 april 2020"
"Verkocht: Glastuinbouwsingel 45 3544 JA Utrecht [funda]","595000","18 maart 2020"
"Verkocht: Paul Huflaan 11 3584 GB Utrecht [funda]","839000","13 april 2020"
"Verkocht: Van den Broekstraat 65 3544 MV Utrecht [funda]","425000","23 maart 2020"
"Verkocht: Jacob Catsstraat 25 3521 VE Utrecht [funda]","399000","18 april 2020"
"Verkocht: Balderikstraat 105 3553 BC Utrecht [funda]","375000","16 april 2020"
"Verkocht: Knopstraat 27 3551 ES Utrecht [funda]","350000","24 april 2020"
"Verkocht: Jodocus van Lodensteinstraat 53 3553 TB Utrecht [funda]","359000","15 februari 2020"
"Verkocht: La Croixstraat 26 3555 CL Utrecht [funda]","225000","15 april 2020"
"Verkocht: Morelstraat 59 E 3552 GM Utrecht [funda]","185000","15 april 2020"
"Verkocht: Van den Boschstraat 25 A 3531 GK Utrecht [funda]","200000","13 april 2020"
"Verkocht: Springweg 53 3511 VJ Utrecht [funda]","299000","10 maart 2020"
"Verkocht: Jansdam 1 L 3512 HA Utrecht [funda]","249000","16 april 2020"
"Verkocht: Prins Bernhardlaan 41 bis 3555 AB Utrecht [funda]","275000","20 maart 2020"
"Verkocht: 30 | Type B - rijwoning | De Veiling 3544 JJ Utrecht [funda]","418000","23 december 2019"
"Verkocht: 6 | Type C - rijwoning | De Veiling 3544 JJ Utrecht [funda]","427000","14 februari 2020"
"Verkocht: Molenwerfhof 24 3514 BR Utrecht [funda]","680000","18 februari 2020"
"Verkocht: Prinses Ireneplateau 45 3554 HW Utrecht [funda]","235000","20 maart 2020"
"Verkocht: Musketierlaan 11 3525 GX Utrecht [funda]","309000",""
"Verkocht: Kraanstraat 26 3514 BE Utrecht [funda]","425000","28 februari 2020"
"Verkocht: Melissekade 155 3544 CV Utrecht [funda]","250000","26 maart 2020"
"Verkocht: Barkasstraat 2 3534 PK Utrecht [funda]","309000","31 maart 2020"
"Verkocht: A.H.G. Fokkerstraat 38 3555 BD Utrecht [funda]","390000","14 maart 2020"
"Verkocht: Van Diemenstraat 58 3531 GJ Utrecht [funda]","385000","12 februari 2020"
"Verkocht: Huis ten Boschlaan 1 I 3523 HM Utrecht [funda]","275000","22 maart 2020"
"Verkocht: Prinses Margrietstraat 106 B 3554 GJ Utrecht [funda]","275000","28 februari 2020"
"Verkocht: Balistraat 45 3531 PT Utrecht [funda]","385000","31 maart 2020"
"Verkocht: Vuurvlindersingel 104 3544 DL Utrecht [funda]","450000","29 maart 2020"
"Verkocht: Albert van Dalsumlaan 341 3584 HH Utrecht [funda]","335000",""
"Verkocht: Edisonstraat 51 3553 BL Utrecht [funda]","425000","19 februari 2020"
"Verkocht: Obbinklaan 29 3571 ND Utrecht [funda]","565000","15 januari 2020"
"Verkocht: Monnetlaan 46 3527 GS Utrecht [funda]","250000","30 maart 2020"
"Verkocht: Hermannus Elconiusstraat 34 b 3553 VE Utrecht [funda]","200000","30 maart 2020"
"Verkocht: 501 | Vrijstaand | Type K 3545 EA Utrecht [funda]","649000","11 maart 2020"
"Verkocht: 520 | Tweekapper | Type M 3545 EA Utrecht [funda]","617000","13 maart 2020"
"Verkocht: Moezeldreef 227 3561 GC Utrecht [funda]","200000",""
"Verkocht: 521 | Tweekapper | Type M 3545 EA Utrecht [funda]","609000","30 oktober 2019"
"Verkocht: 503 | Tweekapper | Type M 3545 EA Utrecht [funda]","602000","20 maart 2020"
"Verkocht: Lauwerecht 108 bis 3515 GV Utrecht [funda]","365000","29 januari 2020"
"Verkocht: Jacob Catsstraat 25 bis 3521 VE Utrecht [funda]","370000","16 februari 2020"
"Verkocht: Pelikaanstraat 41 3582 SG Utrecht [funda]","315000","31 maart 2020"
"Verkocht: Cornelis Houtmanstraat 6 D 3572 LV Utrecht [funda]","200000","25 maart 2020"
"Verkocht: Dolomieten 55 3524 VE Utrecht [funda]","325000","25 maart 2020"
"Verkocht: Douwes Dekkerstraat 52 3532 XC Utrecht [funda]","519500","26 maart 2020"
"Verkocht: Lijsterstraat 61 3514 TB Utrecht [funda]","275000","31 maart 2020"
"Verkocht: Naxosdreef 139 3562 JE Utrecht [funda]","199000","29 februari 2020"
"Verkocht: Jan van Arkelstraat 2 3523 VG Utrecht [funda]","310000","20 november 2019"
"Verkocht: Ameland 60 3524 AL Utrecht [funda]","285000","25 februari 2020"
"Verkocht: Johannes Camphuysstraat 17 Bis 3531 SB Utrecht [funda]","395000","27 maart 2020"
"Verkocht: Marshalllaan 139 E 3527 TD Utrecht [funda]","235000","25 maart 2020"
"Verkocht: Bilderdijkstraat 10 bis 3532 VE Utrecht [funda]","349000","26 maart 2020"
"Verkocht: Opaalweg 121 3523 RM Utrecht [funda]","275000","30 maart 2020"
"Verkocht: Houtstraat 78 3513 XJ Utrecht [funda]","419000","12 februari 2020"
"Verkocht: Jan van Zutphenlaan 88 3555 RA Utrecht [funda]","305000","25 maart 2020"
"Verkocht: Nieuwe Houtenseweg 13 3524 SE Utrecht [funda]","398000","12 november 2019"
"Verkocht: Anton Pieckhof 12 3544 MG Utrecht [funda]","585000","10 februari 2020"
"Verkocht: Marco Pololaan 315 3526 GE Utrecht [funda]","225000","21 februari 2020"
"Verkocht: Hasebroekstraat 17 3532 GJ Utrecht [funda]","415000","26 februari 2020"
"Verkocht: Seringstraat 16 3551 TL Utrecht [funda]","339000","20 februari 2020"
"Verkocht: Troelstralaan 54 3515 CJ Utrecht [funda]","600000","23 maart 2020"
"Verkocht: Henegouwen 128 3524 RC Utrecht [funda]","289000","24 februari 2020"
"Verkocht: Zijlsterraklaan 9 3544 ST Utrecht [funda]","289000","20 februari 2020"
"Verkocht: Tolsteegplantsoen 11 2 3523 AD Utrecht [funda]","339000","11 maart 2020"
"Verkocht: B.F. Suermanstraat 19 3515 XK Utrecht [funda]","249000","11 maart 2020"
