"title","price","sold_at_date"
"Verkocht: Amerbos 106 1025 ZP Amsterdam [funda]","250000","17 oktober 2019"
"Verkocht: Geleenstraat 44 huis 1078 LG Amsterdam [funda]","475000","10 december 2019"
"Verkocht: Elandsstraat 5 -hs 1016 RW Amsterdam [funda]","729000","11 december 2019"
"Verkocht: Cliffordstraat 20 -3 1051 GT Amsterdam [funda]","550000","18 december 2019"
"Verkocht: Deurloostraat 26 2 1078 JB Amsterdam [funda]","625000","22 oktober 2019"
"Verkocht: Rustenburgerstraat 289 I 1073 GE Amsterdam [funda]","390000","10 oktober 2019"
"Verkocht: Willem Frederik Hermansstraat 19 1011 DG Amsterdam [funda]","1000000","18 december 2019"
"Verkocht: Da Costakade 174 3A 1053 XE Amsterdam [funda]","300000","17 december 2019"
"Verkocht: Rozengracht 225 C 1016 NA Amsterdam [funda]","690000","25 oktober 2019"
"Verkocht: Majanggracht 8 1019 PW Amsterdam [funda]","1200000","25 september 2019"
"Verkocht: Deurloostraat 26 3 1078 JB Amsterdam [funda]","625000","21 november 2019"
"Verkocht: Entrepothof 54 1019 DK Amsterdam [funda]","425000","25 november 2019"
"Verkocht: Van Noordtkade 9 A 1013 BZ Amsterdam [funda]","585000","14 mei 2019"
"Verkocht: Valeriusstraat 217 BV 1075 EZ Amsterdam [funda]","1498000","24 december 2019"
"Verkocht: Piet Mondriaanstraat 102 1061 TT Amsterdam [funda]","450000","14 november 2019"
"Verkocht: Amerbos 306 1025 ZV Amsterdam [funda]","275000","20 oktober 2019"
"Verkocht: Lijnbaansgracht 43 a 1015 GR Amsterdam [funda]","425000","25 augustus 2019"
"Verkocht: Banstraat 14 2 1071 JZ Amsterdam [funda]","1075000","18 december 2019"
"Verkocht: President Kennedylaan 4 -II 1079 NB Amsterdam [funda]","395000","19 november 2019"
"Verkocht: Esplanade de Meer 131 1098 WJ Amsterdam [funda]","400000","27 november 2019"
"Verkocht: Cabralstraat 3 G 1057 CD Amsterdam [funda]","375000","28 november 2019"
"Verkocht: Zwanebloemlaan 180 1087 GD Amsterdam [funda]","700000","26 november 2019"
"Verkocht: 's-Gravesandestraat 70 1091 DE Amsterdam [funda]","325000","19 november 2019"
"Verkocht: Jesse Owenshof 5 1034 WT Amsterdam [funda]","349000","20 december 2019"
"Verkocht: Esplanade de Meer 160 1098 WP Amsterdam [funda]","437500","12 december 2019"
"Verkocht: Lange Vonder 221 1035 KV Amsterdam [funda]","300000","29 augustus 2019"
"Verkocht: Jan Olphert Vaillantlaan 49 C 1086 XZ Amsterdam [funda]","300000","16 oktober 2019"
"Verkocht: Eerste Oosterparkstraat 9 Hs 1091 GT Amsterdam [funda]","695000","22 november 2019"
"Verkocht: Willem Baerdesenstraat 20 1067 XX Amsterdam [funda]","280000","25 november 2019"
"Verkocht: Van Gentstraat 48 I 1055 PH Amsterdam [funda]","300000","15 november 2019"
"Verkocht: Katwijkstraat 10 I 1059 XN Amsterdam [funda]","375000","15 november 2019"
"Verkocht: Rietwijkerstraat 74 II 1059 XC Amsterdam [funda]","495000","27 november 2019"
"Verkocht: Lijnbaansgracht 66 -I 1015 GV Amsterdam [funda]","350000","10 december 2019"
"Verkocht: Franciscus Claessenstraat 5 1063 EE Amsterdam [funda]","500000","19 november 2019"
"Verkocht: Marguerite Yourcenarstraat 9 1102 AJ Amsterdam [funda]","350000","12 november 2019"
"Verkocht: Frans Halsstraat 33 h 1072 BK Amsterdam [funda]","475000","29 november 2019"
"Verkocht: Hendrik Hosstraat 107 1106 ZM Amsterdam [funda]","349500","28 november 2019"
"Verkocht: Kazernestraat 4 -2 1018 CC Amsterdam [funda]","575000","12 november 2019"
"Verkocht: Van Nijenrodeweg 337 1082 HC Amsterdam [funda]","210000","26 november 2019"
"Verkocht: Lorreinenstraat 21 III 1055 DB Amsterdam [funda]","375000","20 november 2019"
"Verkocht: Saskia van Uijlenburgkade 143 1058 GA Amsterdam [funda]","649000",""
"Verkocht: Insulindeweg 33 B 1094 NZ Amsterdam [funda]","365000","22 november 2019"
"Verkocht: Jan van Zutphenstraat 189 1069 RR Amsterdam [funda]","550000",""
"Verkocht: Sarphatipark 5 -1 1073 CN Amsterdam [funda]","635000","30 september 2019"
"Verkocht: Warmoesstraat 67 B 1012 HX Amsterdam [funda]","465000","17 oktober 2019"
"Verkocht: Henri Zagwijnstraat 4 3 1077 XP Amsterdam [funda]","550000","18 oktober 2019"
"Verkocht: Stoombootweg 37 1035 TT Amsterdam [funda]","850000","19 december 2019"
"Verkocht: Suze Robertsonstraat 5 1062 BT Amsterdam [funda]","225000","22 november 2019"
"Verkocht: Westerdoksdijk 619 + P 1013 BX Amsterdam [funda]","525000","11 november 2019"
"Verkocht: Danie Theronstraat 10 A 1091 XX Amsterdam [funda]","560000","16 november 2019"
"Verkocht: Borneokade 26 1019 AW Amsterdam [funda]","845000","13 november 2019"
"Verkocht: Maassluisstraat 500 1062 GX Amsterdam [funda]","260000","13 december 2019"
"Verkocht: Brenner 33 1060 NT Amsterdam [funda]","425000","18 november 2019"
"Verkocht: Hugo Floris Ruysstraat 2 I 1063 KD Amsterdam [funda]","295000","22 oktober 2019"
"Verkocht: Charlotte Bront�straat 68 1102 XE Amsterdam [funda]","190000","21 november 2019"
"Verkocht: Waalstraat 54 -III 1078 BX Amsterdam [funda]","550000","21 november 2019"
"Verkocht: Jacob van Lennepstraat 35 -3voor 1053 HB Amsterdam [funda]","239000","15 november 2019"
"Verkocht: Elpermeer 246 1025 AP Amsterdam [funda]","250000","29 november 2019"
"Verkocht: Karel Doormanstraat 145 H 1055 VE Amsterdam [funda]","459000","21 november 2019"
"Verkocht: Elpermeer 180 1025 AM Amsterdam [funda]","260000",""
"Verkocht: Kuipersstraat 77 -2 1074 EH Amsterdam [funda]","795000","28 november 2019"
"Verkocht: Eerste Nassaustraat 16 III 1052 BG Amsterdam [funda]","500000","10 december 2019"
"Verkocht: IJplein 321 1021 LK Amsterdam [funda]","325000","19 december 2019"
"Verkocht: Jan van Schaffelaarplantsoen 15 C 1061 DL Amsterdam [funda]","285000","21 september 2019"
"Verkocht: Keizersgracht 24 E 1015 CR Amsterdam [funda]","575000","20 december 2019"
"Verkocht: Klinkerweg 34 1033 PM Amsterdam [funda]","225000","23 oktober 2019"
"Verkocht: Nieuwendammerdijk 178 1025 LT Amsterdam [funda]","275000","18 september 2019"
"Verkocht: Jisperveldstraat 177 1024 AJ Amsterdam [funda]","350000","27 augustus 2019"
"Verkocht: Thomas Prinslaan 31 1035 SH Amsterdam [funda]","350000","15 oktober 2019"
"Verkocht: Cornelis Anthoniszstraat 31 -III+IV 1071 VP Amsterdam [funda]","800000","18 november 2019"
"Verkocht: Witte de Withstraat 1 G 1057 XD Amsterdam [funda]","465000","28 augustus 2019"
"Verkocht: Spinaker 23 1034 MD Amsterdam [funda]","225000",""
"Verkocht: Plantagekade 28 1018 ZV Amsterdam [funda]","700000","11 oktober 2019"
"Verkocht: Haarlemmermeerstraat 126 III 1058 KH Amsterdam [funda]","675000","12 november 2019"
"Verkocht: Welnastraat 397 1096 GJ Amsterdam [funda]","200000","20 december 2019"
"Verkocht: Brederodestraat 34 III 1054 MV Amsterdam [funda]","760000","12 november 2019"
"Verkocht: Burgemeester Hogguerstraat 893 1064 EC Amsterdam [funda]","225000","16 december 2019"
"Verkocht: IJdok 149 1013 MM Amsterdam [funda]","1150000","22 november 2019"
"Verkocht: Jasonstraat 53 II 1076 KZ Amsterdam [funda]","845000","21 november 2019"
"Verkocht: Honthorststraat 6 boven 1071 DD Amsterdam [funda]","2980000","27 december 2019"
"Verkocht: Bos en Lommerplantsoen 101 N 1055 AA Amsterdam [funda]","195000","19 december 2019"
"Verkocht: Saenredamstraat 28 huis 1072 CH Amsterdam [funda]","250000","10 december 2019"
"Verkocht: Honthorststraat 14 C 1071 DE Amsterdam [funda]","2580000","24 december 2019"
"Verkocht: Harry Koningsbergerstraat 160 * 1063 AG Amsterdam [funda]","225000","20 november 2019"
"Verkocht: Noordzijde 271 1064 ME Amsterdam [funda]","225000","27 november 2019"
"Verkocht: Kinkerstraat 366 IV 1053 GH Amsterdam [funda]","315000","27 november 2019"
"Verkocht: IJburglaan 990 1087 JK Amsterdam [funda]","775000","23 december 2019"
"Verkocht: Bloedstraat 19 H 1012 BS Amsterdam [funda]","400000","19 oktober 2019"
"Verkocht: Granidastraat 76 hs 1055 HP Amsterdam [funda]","275000","19 oktober 2019"
"Verkocht: Derde Oosterparkstraat 73 II 1091 JV Amsterdam [funda]","289000","23 december 2019"
"Verkocht: Siebren van der Baanhof 10 1106 WK Amsterdam [funda]","325000","23 december 2019"
"Verkocht: Louis Davidsstraat 37 1068 SJ Amsterdam [funda]","255000","11 november 2019"
"Verkocht: Frederiksstraat 28 -I 1054 LD Amsterdam [funda]","325000","25 november 2019"
"Verkocht: Albatrospad 134 1021 TR Amsterdam [funda]","350000","18 december 2019"
"Verkocht: Leusdenhof 266 1108 DM Amsterdam [funda]","250000","20 december 2019"
"Verkocht: Jan van Galenstraat 285 3 1056 CA Amsterdam [funda]","365000","20 november 2019"
"Verkocht: Carolina MacGillavrylaan 546 +PP 1098 XB Amsterdam [funda]","368800","30 november 2019"
"Verkocht: Sara Burgerhartstraat 62 II 1055 LC Amsterdam [funda]","325000","19 december 2019"
"Verkocht: Groen van Prinstererstraat 52 IV 1051 EN Amsterdam [funda]","250000","23 december 2019"
"Verkocht: Eerste Jan van der Heijdenstraat 139 hs 1072 TR Amsterdam [funda]","575000","14 november 2019"
"Verkocht: Jacob van Lennepkade 80 G 1053 MP Amsterdam [funda]","400000","27 november 2019"
"Verkocht: Markenplein 8 1011 MV Amsterdam [funda]","425000","28 november 2019"
"Verkocht: Granidastraat 92 1 1055 HR Amsterdam [funda]","317500","23 december 2019"
"Verkocht: Derde Oosterparkstraat 115 B 1092 CS Amsterdam [funda]","550000",""
"Verkocht: President Allendelaan 299 1068 VM Amsterdam [funda]","375000","16 november 2019"
"Verkocht: Polsbroekstraat 2 1106 BA Amsterdam [funda]","285000","28 november 2019"
"Verkocht: George Gershwinlaan 113 1082 MT Amsterdam [funda]","495000","24 december 2019"
"Verkocht: Slaakstraat 4 HUIS 1078 BD Amsterdam [funda]","575000","12 november 2019"
"Verkocht: Nicolaas Witsenkade 12 II 1017 ZR Amsterdam [funda]","875000","27 november 2019"
"Verkocht: Oude-IJselstraat 26 -3 1078 CN Amsterdam [funda]","325000",""
"Verkocht: Herculesstraat 62 A 1076 SP Amsterdam [funda]","325000",""
"Verkocht: Dani�l Defoelaan 155 1102 ZG Amsterdam [funda]","147500","15 oktober 2019"
"Verkocht: Gaaspstraat 3 -2 1079 VA Amsterdam [funda]","365000","27 november 2019"
"Verkocht: Arent Janszoon Ernststraat 107 1083 GR Amsterdam [funda]","300000","27 november 2019"
"Verkocht: Waterkersweg 254 1051 PH Amsterdam [funda]","500000","17 oktober 2019"
"Verkocht: Zuideinde 296 1035 PM Amsterdam [funda]","1200000","11 oktober 2019"
"Verkocht: Jonathanhof 19 1036 LJ Amsterdam [funda]","500000","21 november 2019"
"Verkocht: Oldenaller 38 1081 HK Amsterdam [funda]","1580000",""
"Verkocht: Burgemeester Tellegenstraat 39 2 1073 KB Amsterdam [funda]","385000","23 december 2019"
"Verkocht: Glitterstraat 238 1103 SK Amsterdam [funda]","275000","22 oktober 2019"
"Verkocht: Dijkwater 205 1025 CW Amsterdam [funda]","250000","28 november 2019"
"Verkocht: Parkhof 49 1106 SZ Amsterdam [funda]","435000","15 oktober 2019"
"Verkocht: Herengracht 2 1015 BK Amsterdam [funda]","2000000","20 december 2019"
"Verkocht: Leonard Bernsteinstraat 78 A 1082 MR Amsterdam [funda]","1249000","24 oktober 2019"
"Verkocht: Nassaukade 361 -I 1054 AA Amsterdam [funda]","499000","10 december 2019"
"Verkocht: Van Boshuizenstraat 303 1083 AZ Amsterdam [funda]","375000","23 december 2019"
"Verkocht: Van Nijenrodeweg 883 1081 BG Amsterdam [funda]","650000","12 december 2019"
"Verkocht: Ank van der Moerstraat 18 1065 LH Amsterdam [funda]","430000","21 november 2019"
"Verkocht: Peter Martensstraat 70 1087 NA Amsterdam [funda]","585000","20 december 2019"
"Verkocht: Apollolaan 197 M 1077 AX Amsterdam [funda]","995000","20 november 2019"
"Verkocht: Zonhovenstraat 9 1066 MA Amsterdam [funda]","425000","29 november 2019"
"Verkocht: Ruysdaelstraat 48 H 1071 XE Amsterdam [funda]","599000","27 november 2019"
"Verkocht: Kadoelenweg 113 1035 NC Amsterdam [funda]","925000","22 oktober 2019"
"Verkocht: Prinsengracht 827 1017 KB Amsterdam [funda]","2195000","21 september 2019"
"Verkocht: Koninginneweg 151 HS 1075 CM Amsterdam [funda]","1350000","20 november 2019"
"Verkocht: De Lairessestraat 90 II R 1071 PJ Amsterdam [funda]","1775000","23 december 2019"
"Verkocht: Onstein 160 1082 KN Amsterdam [funda]","599000","27 december 2019"
"Verkocht: Tussendek 63 1034 TS Amsterdam [funda]","275000","19 september 2019"
"Verkocht: Baken van Narva Bouwnummer (Bouwnr. 32) 1013 AK Amsterdam [funda]","587523","16 september 2018"
"Verkocht: Spaarndammerstraat 149 C + PP 1013 TG Amsterdam [funda]","589000","19 december 2019"
"Verkocht: Hobbemakade 77 -boven 1071 XN Amsterdam [funda]","850000","31 oktober 2019"
"Verkocht: Waalsteeg 15 1011 ER Amsterdam [funda]","495000","15 november 2019"
"Verkocht: Amstelkade 4 -II 1078 AA Amsterdam [funda]","700000","28 november 2019"
"Verkocht: Soesterberghof 22 1107 GN Amsterdam [funda]","175000","12 december 2019"
"Verkocht: Weerdestein 33 1083 GA Amsterdam [funda]","525000","23 december 2019"
"Verkocht: Fritz Dietrich Kahlenbergstraat 94 1087 LL Amsterdam [funda]","615000","13 november 2019"
"Verkocht: De Lierhof 69 1059 WC Amsterdam [funda]","575000","27 december 2019"
"Verkocht: Wamelplein 69 1106 DR Amsterdam [funda]","175000","22 november 2019"
"Verkocht: Het Hoogt 4 1025 HA Amsterdam [funda]","285000","18 november 2019"
"Verkocht: Graaf Florisstraat 5 -2 1091 TD Amsterdam [funda]","400000","25 december 2019"
"Verkocht: Bogortuin 105 1019 PE Amsterdam [funda]","850000","18 november 2019"
"Verkocht: Juliana van Stolbergstraat 16 hs 1055 RM Amsterdam [funda]","335000","22 november 2019"
"Verkocht: Winterdijkstraat 6 1 1079 GT Amsterdam [funda]","450000","23 december 2019"
"Verkocht: Leonardostraat 3 hs 1077 ET Amsterdam [funda]","1100000","20 december 2019"
"Verkocht: Albert Cuypstraat 99 2 1072 CR Amsterdam [funda]","289000","31 januari 2019"
"Verkocht: Maasstraat 20 III 1078 HK Amsterdam [funda]","1180000","20 november 2019"
"Verkocht: Jacques Veltmanstraat 271 1065 DC Amsterdam [funda]","500000","17 december 2019"
"Verkocht: Alkmaarstraat 19 1024 TJ Amsterdam [funda]","250000","27 december 2019"
"Verkocht: Zuid-Hollandstraat 32 2 1082 EK Amsterdam [funda]","375000","20 november 2019"
"Verkocht: Nieuwezijds Voorburgwal 169 C 1012 RK Amsterdam [funda]","400000","28 november 2019"
"Verkocht: Joan Melchior Kemperstraat 48 D 1051 TS Amsterdam [funda]","525000","10 oktober 2019"
"Verkocht: Reinier Claeszenstraat 88 H 1056 WR Amsterdam [funda]","645000","31 oktober 2019"
"Verkocht: Van Speijkstraat 177 III 1057 GZ Amsterdam [funda]","595000","26 november 2019"
"Verkocht: Johannes Worpstraat 23 -3 1076 BD Amsterdam [funda]","450000","26 november 2019"
"Verkocht: Vlimmerenstraat 59 1066 SR Amsterdam [funda]","325000","16 november 2019"
"Verkocht: Sassenheimstraat 71 II 1059 BE Amsterdam [funda]","375000","24 december 2019"
"Verkocht: Dijksgracht 20 1019 BT Amsterdam [funda]","575000","11 december 2019"
"Verkocht: Bijlmerdreef 538 1102 AC Amsterdam [funda]","325000","24 december 2019"
"Verkocht: Nachtwachtlaan 74 1058 EB Amsterdam [funda]","285000","29 november 2019"
"Verkocht: Mauritskade 21 C 1091 GC Amsterdam [funda]","385000",""
"Verkocht: Esplanade de Meer 99 1098 WJ Amsterdam [funda]","445000","18 oktober 2019"
"Verkocht: Jisperveldstraat 465 1024 AX Amsterdam [funda]","160000","26 november 2019"
"Verkocht: Kanaalstraat 192 -1 1054 XS Amsterdam [funda]","369000","30 oktober 2019"
"Verkocht: Simon Stevinstraat 5 II 1097 BW Amsterdam [funda]","650000","14 november 2019"
"Verkocht: Utrechtsedwarsstraat 162 1017 WK Amsterdam [funda]","550000","28 oktober 2019"
"Verkocht: Dostojevskisingel 169 1102 XL Amsterdam [funda]","169000","12 november 2019"
"Verkocht: Gouden Leeuw 528 1103 KM Amsterdam [funda]","275000","24 september 2019"
"Verkocht: Orteliusstraat 164 H 1057 BJ Amsterdam [funda]","325000","12 december 2019"
"Verkocht: Jozef Isra�lskade 82 -1 1073 RA Amsterdam [funda]","400000","11 oktober 2019"
"Verkocht: Westerstraat 69 B 1015 LW Amsterdam [funda]","435000","30 december 2019"
"Verkocht: Zeeburgerdijk 112 C-HS 1094 AJ Amsterdam [funda]","1290000","19 november 2019"
"Verkocht: Alexanderplein 11 3-hg 1018 CG Amsterdam [funda]","625000","11 november 2019"
"Verkocht: Mensinge 7 1083 HA Amsterdam [funda]","525000","31 oktober 2019"
"Verkocht: Sint Gilleshof 4 1066 PZ Amsterdam [funda]","375000","25 november 2019"
"Verkocht: Martini van Geffenstraat 104 1068 GL Amsterdam [funda]","375000","31 oktober 2019"
"Verkocht: Westerstraat 75 II 1015 LW Amsterdam [funda]","375000","16 november 2019"
"Verkocht: Jacob van Arteveldestraat 12 1061 CL Amsterdam [funda]","398000","28 november 2019"
"Verkocht: Toutenburgstraat 10 1107 PT Amsterdam [funda]","274500",""
"Verkocht: Tweede Oosterparkstraat 201 A 1092 BJ Amsterdam [funda]","330000","19 november 2019"
"Verkocht: Ruyschstraat 35 II 1091 BS Amsterdam [funda]","450000","13 november 2019"
"Verkocht: Hoofdweg 187 II 1057 CS Amsterdam [funda]","300000","11 november 2019"
"Verkocht: Derde Wittenburgerdwarsstraat 79 1018 KR Amsterdam [funda]","319000","13 december 2019"
"Verkocht: Cruquiuskade 33 1018 AM Amsterdam [funda]","479000","10 mei 2019"
"Verkocht: WOON& bouwnummer (Bouwnr. 104) 1095 MD Amsterdam [funda]","577101","26 september 2019"
"Verkocht: WOON& bouwnummer (Bouwnr. 64) 1095 MD Amsterdam [funda]","761150","30 juli 2019"
"Verkocht: Eerste Atjehstraat 103 I 1094 KG Amsterdam [funda]","300000","13 oktober 2019"
"Verkocht: WOON& bouwnummer (Bouwnr. 27) 1095 MD Amsterdam [funda]","748282","16 mei 2018"
"Verkocht: WOON& bouwnummer (Bouwnr. 26) 1095 MD Amsterdam [funda]","765000","13 september 2019"
"Verkocht: Van Speijkstraat 143 -III 1057 GW Amsterdam [funda]","425000","13 november 2019"
"Verkocht: Rustenburgerstraat 300 C 1073 GM Amsterdam [funda]","295000","27 december 2019"
"Verkocht: Javastraat 27 I 1094 GZ Amsterdam [funda]","375000","16 november 2019"
"Verkocht: Tweede Oosterparkstraat 186 II 1092 BT Amsterdam [funda]","450000","21 oktober 2019"
"Verkocht: Florence Nightingalestraat 18 1025 KV Amsterdam [funda]","435000",""
"Verkocht: Van Boshuizenstraat 609 1082 AW Amsterdam [funda]","235000","18 juli 2019"
"Verkocht: Van Tuyll van Serooskerkenweg 27 2 1076 JB Amsterdam [funda]","475000","24 december 2019"
"Verkocht: Boutenburg 319 1068 ZH Amsterdam [funda]","250000","13 november 2019"
"Verkocht: Da Costakade 177 4 1053 WX Amsterdam [funda]","345000","20 november 2019"
"Verkocht: Bouwnummer (Bouwnr. 479) 1061 Amsterdam [funda]","260000","20 november 2019"
"Verkocht: Riverfront  (Bouwnr. 35) 1096 BA Amsterdam [funda]","495000","25 november 2019"
"Verkocht: Oeverpad 482 1068 PM Amsterdam [funda]","325000",""
"Verkocht: Veembroederhof 201 1019 HD Amsterdam [funda]","600000","31 mei 2019"
"Verkocht: Barbusselaan 239 1102 TV Amsterdam [funda]","235000","30 juli 2019"
"Verkocht: Zeeburgerkade 444 + PP 1019 HP Amsterdam [funda]","450000","20 december 2019"
"Verkocht: Landsmeerderdijk 104 1035 PX Amsterdam [funda]","795000","27 november 2019"
"Verkocht: Eva Besny�straat 77 1087 KR Amsterdam [funda]","395000","12 november 2019"
"Verkocht: Amstel 296 /R 1017 AN Amsterdam [funda]","385000","11 oktober 2019"
"Verkocht: Paramariboplein 56 II 1058 AT Amsterdam [funda]","425000","11 november 2019"
"Verkocht: De Wittenkade 27 H 1052 AB Amsterdam [funda]","895000","10 december 2019"
"Verkocht: Hoofdweg 686 1055 AB Amsterdam [funda]","450000","18 oktober 2019"
"Verkocht: Burgemeester Hogguerstraat 221 1064 CN Amsterdam [funda]","325000","20 november 2019"
"Verkocht: Assumburg 32 1081 GC Amsterdam [funda]","295000","14 november 2019"
"Verkocht: William Barlowlaan 8 1086 ZR Amsterdam [funda]","375000","25 november 2019"
"Verkocht: Kinkerstraat 21 -5 1053 DC Amsterdam [funda]","350000","28 november 2019"
"Verkocht: Overtoom 22 -E 1054 HJ Amsterdam [funda]","565000",""
"Verkocht: Johannes Verhulststraat 86 HS 1071 NK Amsterdam [funda]","2650000","15 november 2019"
"Verkocht: Pieter Aertszstraat 89 hs 1073 SL Amsterdam [funda]","500000",""
"Verkocht: Archimedesplantsoen 76 I 1098 KG Amsterdam [funda]","395000","16 november 2019"
"Verkocht: Baken van Narva Bouwnummer (Bouwnr. 93) 1013 AK Amsterdam [funda]","1087835","22 november 2018"
"Verkocht: Lorreinenstraat 11 -2 1055 CZ Amsterdam [funda]","300000","22 november 2019"
"Verkocht: Jan van der Neuthof 14 1106 WL Amsterdam [funda]","295000",""
"Verkocht: Limburghof 9 1083 AG Amsterdam [funda]","1450000","15 november 2019"
"Verkocht: Surinamestraat 30 -2 1058 GK Amsterdam [funda]","435000","29 oktober 2019"
"Verkocht: Gibraltarstraat 105 3 1055 NM Amsterdam [funda]","375000","18 november 2019"
"Verkocht: Prinsengracht 514 A 1017 KJ Amsterdam [funda]","1750000","28 oktober 2019"
"Verkocht: Bouwnummer (Bouwnr. 135) 1035 XR Amsterdam [funda]","390000","26 juli 2019"
"Verkocht: Orteliusstraat 68 2 1057 BD Amsterdam [funda]","500000","15 oktober 2019"
"Verkocht: Remmerdenplein 11 1106 AD Amsterdam [funda]","300000","17 oktober 2019"
"Verkocht: Ernst Cahnsingel 40 1069 PX Amsterdam [funda]","225000","18 november 2019"
"Verkocht: Joan Melchior Kemperstraat 101 III 1051 TM Amsterdam [funda]","350000","20 november 2019"
"Verkocht: Bouwnummer (Bouwnr. 126) 1035 XR Amsterdam [funda]","380000","26 juli 2019"
"Verkocht: Bouwnummer (Bouwnr. 127) 1035 XR Amsterdam [funda]","380000","15 oktober 2019"
"Verkocht: Bilderdijkstraat 177 -1 1053 KR Amsterdam [funda]","275000","28 november 2019"
"Verkocht: Elegaststraat 7 II 1055 TG Amsterdam [funda]","299000","22 november 2019"
"Verkocht: Smederij 38 1021 NG Amsterdam [funda]","460000","30 oktober 2019"
"Verkocht: Korte Leidsedwarsstraat 187 III 1017 RB Amsterdam [funda]","589000","28 november 2019"
"Verkocht: Rietwijkerstraat 72 hs 1059 XC Amsterdam [funda]","625000","11 oktober 2019"
"Verkocht: De Voortuinen (Bouwnr. 12.11) 1014 BL Amsterdam [funda]","312500","12 september 2019"
"Verkocht: De Voortuinen (Bouwnr. 9.10) 1014 BL Amsterdam [funda]","750000",""
"Verkocht: Meerhuizenplein 10 T 1078 TC Amsterdam [funda]","550000","12 oktober 2019"
"Verkocht: Gillis van Ledenberchstraat 27 -H 1052 TX Amsterdam [funda]","350000","14 augustus 2019"
"Verkocht: De Voortuinen (Bouwnr. 11.10) 1014 BL Amsterdam [funda]","315000","22 augustus 2019"
"Verkocht: Gorsstraat 22 1069 VX Amsterdam [funda]","300000","28 oktober 2019"
"Verkocht: Amerbos 233 1025 ZD Amsterdam [funda]","300000","12 september 2019"
"Verkocht: Fagelstraat 79 -II 1052 GA Amsterdam [funda]","350000",""
"Verkocht: Jacob Marisstraat 97 III 1058 HX Amsterdam [funda]","550000","18 september 2019"
"Verkocht: Johan Hofmanstraat 287 1069 KD Amsterdam [funda]","350000","25 november 2019"
"Verkocht: Sloestraat 13 III 1078 BE Amsterdam [funda]","535000","25 oktober 2019"
"Verkocht: Haringvlietstraat 17 H 1078 JZ Amsterdam [funda]","849000","30 september 2019"
"Verkocht: Peursumstraat 96 1106 BW Amsterdam [funda]","200000","31 oktober 2019"
"Verkocht: Kruithuisstraat 108 -110 1018 WW Amsterdam [funda]","1580000","28 oktober 2019"
"Verkocht: Dora Tamanaplein 89 1074 JL Amsterdam [funda]","1730000","17 december 2019"
"Verkocht: Cabralstraat 4 B 1057 CG Amsterdam [funda]","435000","12 december 2019"
"Verkocht: Beethovenstraat 233 1077 JE Amsterdam [funda]","455000","16 december 2019"
"Verkocht: Marco Polostraat 41 -1 1057 WD Amsterdam [funda]","300000","17 september 2019"
"Verkocht: Boeninlaan 193 1102 TJ Amsterdam [funda]","235000","19 november 2019"
"Verkocht: Jan Pieter Heijestraat 132 -3 1054 MJ Amsterdam [funda]","445000","22 november 2019"
"Verkocht: Da Costakade 174 -1V 1053 XE Amsterdam [funda]","285000","12 december 2019"
"Verkocht: Madurastraat 75 B 1094 GH Amsterdam [funda]","300000","15 november 2019"
"Verkocht: Nova Zemblastraat 12 -F 1013 RK Amsterdam [funda]","700000","12 november 2019"
"Verkocht: Pieter Aertszstraat 96 -III 1074 VS Amsterdam [funda]","395000","20 juni 2019"
"Verkocht: Johannes Verhulststraat 88 1071 NK Amsterdam [funda]","3300000","11 december 2019"
"Verkocht: Zeeburgerkade 1200 1019 VK Amsterdam [funda]","520000","12 december 2019"
"Verkocht: Scherpenzeelstraat 111 1107 HS Amsterdam [funda]","225000","31 oktober 2019"
"Verkocht: Lekstraat 7 1 1079 EK Amsterdam [funda]","320000","23 oktober 2019"
"Verkocht: Warmondstraat 128 1058 KZ Amsterdam [funda]","675000","15 november 2019"
"Verkocht: Johannes Verhulststraat 90 1071 NK Amsterdam [funda]","3500000","11 december 2019"
"Verkocht: Lederambachtstraat 90 1069 HK Amsterdam [funda]","250000","14 november 2019"
"Verkocht: Marius Bauerstraat 235 A3 1062 AL Amsterdam [funda]","279000","29 oktober 2019"
"Verkocht: Deurloostraat 2 H 1078 HZ Amsterdam [funda]","599000","28 augustus 2019"
"Verkocht: Zeeburgerkade 680 1019 HS Amsterdam [funda]","475000",""
"Verkocht: Deurloostraat 2 II 1078 HZ Amsterdam [funda]","599000","27 september 2019"
"Verkocht: Bakhuizen van den Brinkhof 112 + PP 1065 BD Amsterdam [funda]","739000","12 december 2019"
"Verkocht: Gerrit Mannourystraat 60 1062 LB Amsterdam [funda]","400000","12 november 2019"
"Verkocht: Tugelaweg 122 A 1091 VV Amsterdam [funda]","550000","26 november 2019"
"Verkocht: Zuideinde 316 A 1035 PN Amsterdam [funda]","795000","25 september 2019"
"Verkocht: Westerstraat 81 III 1015 LW Amsterdam [funda]","375000","13 december 2019"
"Verkocht: Kloekhorststraat 117 1104 ML Amsterdam [funda]","200000","14 november 2019"
"Verkocht: Willem de Zwijgerlaan 367 I 1055 RC Amsterdam [funda]","300000","11 december 2019"
"Verkocht: Swammerdamstraat 32 hs 1091 RV Amsterdam [funda]","825000","13 december 2019"
"Verkocht: Warmondstraat 177 II 1058 KX Amsterdam [funda]","350000","19 oktober 2019"
"Verkocht: Alexanderplein 7 II 1018 CG Amsterdam [funda]","550000","26 november 2019"
