"title","price","sold_at_date"
"Verkocht: Bouwnummer (Bouwnr. 48) 1043 Amsterdam [funda]","473450","13 november 2019"
"Verkocht: Bouwnummer (Bouwnr. 69) 1043 Amsterdam [funda]","473074","13 november 2019"
"Verkocht: Bouwnummer (Bouwnr. 97) 1043 Amsterdam [funda]","460350","13 september 2018"
"Verkocht: Bouwnummer (Bouwnr. 90) 1043 Amsterdam [funda]","465025","29 januari 2019"
"Verkocht: Bouwnummer (Bouwnr. 36) 1043 Amsterdam [funda]","830367","13 februari 2020"
"Verkocht: Bouwnummer (Bouwnr. 88) 1043 Amsterdam [funda]","522234","10 januari 2019"
"Verkocht: Meimorgenstraat 11 1061 BN Amsterdam [funda]","620000","30 januari 2020"
"Verkocht: Jan van Duivenvoordestraat 221 1067 MT Amsterdam [funda]","375000","21 februari 2020"
"Verkocht: Jan Vrijmanstraat 271 1087 MN Amsterdam [funda]","400000","30 maart 2020"
"Verkocht: Scheepstimmermanstraat 86 C 1019 WZ Amsterdam [funda]","585000","30 maart 2020"
"Verkocht: Joos Banckersweg 1 -3 1056 EM Amsterdam [funda]","560000","23 maart 2020"
"Verkocht: Keizersgracht 515 C 1017 DN Amsterdam [funda]","1800000","16 januari 2020"
"Verkocht: Orteliusstraat 333 2 1056 PB Amsterdam [funda]","345000","14 februari 2020"
"Verkocht: Carnapstraat 93 1062 KX Amsterdam [funda]","425000","24 april 2020"
"Verkocht: Oude Looiersstraat 38 2 1016 VJ Amsterdam [funda]","680000","24 maart 2020"
"Verkocht: Admiraal De Ruijterweg 108 4 1056 GR Amsterdam [funda]","575000","27 maart 2020"
"Verkocht: Vincent van Goghstraat 165 1072 KZ Amsterdam [funda]","540000","12 december 2019"
"Verkocht: Zeeburgerpad 193 1018 AJ Amsterdam [funda]","375000","18 april 2020"
"Verkocht: Valkenburgerstraat 140 E 1011 NA Amsterdam [funda]","450000","20 februari 2020"
"Verkocht: Carolina MacGillavrylaan 165 1098 XA Amsterdam [funda]","599000","22 april 2020"
"Verkocht: Borneokade 42 1019 AW Amsterdam [funda]","745000","17 april 2020"
"Verkocht: Oldengaarde 71 1083 TD Amsterdam [funda]","375000","14 februari 2020"
"Verkocht: Staringstraat 9 K 1054 VM Amsterdam [funda]","450000","15 april 2020"
"Verkocht: Klinkerweg 105 1033 PL Amsterdam [funda]","349000","27 februari 2020"
"Verkocht: Oude Meerhof 12 1069 VR Amsterdam [funda]","395000","16 maart 2020"
"Verkocht: Foeliestraat 10 1 1011 TM Amsterdam [funda]","375000","10 maart 2020"
"Verkocht: Kuipersstraat 47 hs 1074 EG Amsterdam [funda]","625000","12 februari 2020"
"Verkocht: Slangenburg 53 1082 JT Amsterdam [funda]","369000","29 april 2020"
"Verkocht: Hogevecht 91 B 1102 HE Amsterdam [funda]","239000","12 maart 2020"
"Verkocht: Slangenburg 25 1082 JT Amsterdam [funda]","525000","25 maart 2020"
"Verkocht: Albert Cuypstraat 254 B 1073 BP Amsterdam [funda]","350000","27 februari 2020"
"Verkocht: Paramaribostraat 100 II 1058 VN Amsterdam [funda]","749000","30 maart 2020"
"Verkocht: Sint Willibrordusstraat 75 hs 1073 VA Amsterdam [funda]","385000","30 april 2020"
"Verkocht: Elpermeer 42 1025 AJ Amsterdam [funda]","250000","11 maart 2020"
"Verkocht: Erich Salomonstraat 257 1087 EH Amsterdam [funda]","375000","17 maart 2020"
"Verkocht: Willem Augustinstraat 212 1061 MJ Amsterdam [funda]","450000","14 maart 2020"
"Verkocht: Langswater 547 1069 EE Amsterdam [funda]","197000","10 maart 2020"
"Verkocht: Tommaso Albinonistraat 148 1083 HM Amsterdam [funda]","695000","31 maart 2020"
"Verkocht: Wethouder De Roosplein 139 1107 AH Amsterdam [funda]","285000","17 maart 2020"
"Verkocht: Spaarndammerdijk 268 1013 ZW Amsterdam [funda]","475000","14 maart 2020"
"Verkocht: Ohmstraat 6 HS 1098 SR Amsterdam [funda]","465000","15 april 2020"
"Verkocht: Pieter van der Werfstraat 145 1067 EM Amsterdam [funda]","345000","25 maart 2020"
"Verkocht: Aalsmeerweg 115 -2 1059 AG Amsterdam [funda]","420000","25 maart 2020"
"Verkocht: Wethouder De Roosplein 244 1107 AM Amsterdam [funda]","200000","30 maart 2020"
"Verkocht: Maaseikstraat 6 1066 LX Amsterdam [funda]","450000","15 februari 2020"
"Verkocht: Zaanstraat 262 1013 RZ Amsterdam [funda]","535000","19 maart 2020"
"Verkocht: Willem Kraanstraat 54 1063 ML Amsterdam [funda]","315000","13 maart 2020"
"Verkocht: Linnaeusparkweg 135 hs 1098 CW Amsterdam [funda]","899000","24 april 2020"
"Verkocht: Jisperveldstraat 28 1024 AA Amsterdam [funda]","325000","12 maart 2020"
"Verkocht: Eerste Amstelvlietpad 54 1096 GB Amsterdam [funda]","575000","23 april 2020"
"Verkocht: Amstelvlietstraat 299 1096 GG Amsterdam [funda]","775000",""
"Verkocht: Geuzenkade 80 I 1056 KP Amsterdam [funda]","325000","20 maart 2020"
"Verkocht: Hermitagelaan 28 1064 WE Amsterdam [funda]","429500","26 maart 2020"
"Verkocht: Drostenburg 70 1102 AM Amsterdam [funda]","649000","20 maart 2020"
"Verkocht: Jacob van Lennepkade 398 I 1053 NM Amsterdam [funda]","265000","27 april 2020"
"Verkocht: Harry Koningsbergerstraat 266 1063 AL Amsterdam [funda]","235000","23 april 2020"
"Verkocht: Geldersekade 25 A 1011 EJ Amsterdam [funda]","500000","17 maart 2020"
"Verkocht: Eikenweg 21 C 1092 BX Amsterdam [funda]","330000","12 maart 2020"
"Verkocht: Nachtwachtlaan 356 1058 EM Amsterdam [funda]","475000","22 april 2020"
"Verkocht: Zilverberg 126 1025 CJ Amsterdam [funda]","275000","20 maart 2020"
"Verkocht: Van Nijenrodeweg 465 1082 HL Amsterdam [funda]","230000","24 maart 2020"
"Verkocht: Titiaanstraat 30 -II 1077 RJ Amsterdam [funda]","1495000","12 maart 2020"
"Verkocht: Willem Mulierhof 15 1067 SH Amsterdam [funda]","305000","28 januari 2020"
"Verkocht: Tussen Meer 44 III 1068 GC Amsterdam [funda]","275000","21 april 2020"
"Verkocht: Mijndenhof 3 1106 GA Amsterdam [funda]","330000","12 maart 2020"
"Verkocht: Bestev�erstraat 215 huis 1055 TM Amsterdam [funda]","309000","19 april 2020"
"Verkocht: Jacob van Lennepkade 2 -I & II 1053 MJ Amsterdam [funda]","950000","30 maart 2020"
"Verkocht: Haarlemmerweg 133 Bov 1051 KW Amsterdam [funda]","1150000","17 december 2019"
"Verkocht: Aalsmeerweg 112 -2 1059 AR Amsterdam [funda]","385000","21 maart 2020"
"Verkocht: Astasiastraat 25 hs 1035 VH Amsterdam [funda]","285000","21 maart 2020"
"Verkocht: Eksterstraat 45 -hs 1021 EB Amsterdam [funda]","275000","16 april 2020"
"Verkocht: Vincent van Goghstraat 9 a 1072 KJ Amsterdam [funda]","465000","10 maart 2020"
"Verkocht: Prinsengracht 673 A4 1017 JT Amsterdam [funda]","415000","20 maart 2020"
"Verkocht: Frederik Hendrikstraat 51 A 1052 HK Amsterdam [funda]","425000","17 april 2020"
"Verkocht: Fahrenheitstraat 61 I 1097 PM Amsterdam [funda]","750000","19 maart 2020"
"Verkocht: Katwijkstraat 8 II 1059 XN Amsterdam [funda]","550000","20 maart 2020"
"Verkocht: Van Ostadestraat 378 hs 1074 XA Amsterdam [funda]","365000","28 maart 2020"
"Verkocht: Lutmastraat 157 B 1073 GW Amsterdam [funda]","495000","11 maart 2020"
"Verkocht: Joan Melchior Kemperstraat 83 3 1051 TL Amsterdam [funda]","355000","10 januari 2020"
"Verkocht: Koningsstraat 23 b 1011 ET Amsterdam [funda]","450000","13 april 2020"
"Verkocht: Louise Marie Loeberplantsoen 102 1062 DD Amsterdam [funda]","424500","15 februari 2020"
"Verkocht: Tweede Jan Steenstraat 113 1 1074 CN Amsterdam [funda]","550000","16 april 2020"
"Verkocht: Paul Scholtenstraat 52 1063 NG Amsterdam [funda]","325000","27 februari 2020"
"Verkocht: Fonteinkruidstraat 100 1032 LW Amsterdam [funda]","320000","23 april 2020"
"Verkocht: Hogevecht 271 1102 HN Amsterdam [funda]","200000","27 augustus 2019"
"Verkocht: 1e Kekerstraat 85 1104 VA Amsterdam [funda]","325000","28 januari 2020"
"Verkocht: Assendelftstraat 63 1013 SN Amsterdam [funda]","465000","26 maart 2020"
"Verkocht: Hogevecht 81 1102 HD Amsterdam [funda]","265000","21 januari 2020"
"Verkocht: Mercatorstraat 169 I 1056 RE Amsterdam [funda]","350000","19 maart 2020"
"Verkocht: Voorthuizenstraat 6 1106 DK Amsterdam [funda]","245006","22 januari 2020"
"Verkocht: Baffinstraat 4 III 1057 SX Amsterdam [funda]","525000","14 april 2020"
"Verkocht: Baffinstraat 10 I 1057 SX Amsterdam [funda]","300000","24 april 2020"
"Verkocht: Wormerveerstraat 204 hs+I 1013 SL Amsterdam [funda]","660000","13 februari 2020"
"Verkocht: Lutmastraat 39 3 1072 JN Amsterdam [funda]","450000","31 maart 2020"
"Verkocht: De Boelelaan 357 1082 RG Amsterdam [funda]","230000","29 april 2020"
"Verkocht: Prof. R. Casimirstraat 87 1068 KT Amsterdam [funda]","450000","27 januari 2020"
"Verkocht: VOC-kade 30 1018 LG Amsterdam [funda]","460000","17 maart 2020"
"Verkocht: Koninginneweg 154 II 1075 EE Amsterdam [funda]","749000","16 maart 2020"
"Verkocht: VOC-kade 32 1018 LG Amsterdam [funda]","460000","17 maart 2020"
"Verkocht: Jan Kiststraat 9 1018 PM Amsterdam [funda]","455000","17 maart 2020"
"Verkocht: Van Neckstraat 37 1013 PJ Amsterdam [funda]","300000","21 april 2020"
"Verkocht: VOC-kade 34 1018 LG Amsterdam [funda]","420000","17 maart 2020"
"Verkocht: VOC-kade 36 1018 LG Amsterdam [funda]","420000","17 maart 2020"
"Verkocht: VOC-kade 66 1018 LG Amsterdam [funda]","495000","17 maart 2020"
"Verkocht: VOC-kade 44 1018 LG Amsterdam [funda]","475000","17 maart 2020"
"Verkocht: VOC-kade 54 1018 LG Amsterdam [funda]","485000","17 maart 2020"
"Verkocht: VOC-kade 42 1018 LG Amsterdam [funda]","475000","17 maart 2020"
"Verkocht: VOC-kade 68 1018 LG Amsterdam [funda]","495000","17 maart 2020"
"Verkocht: VOC-kade 80 1018 LG Amsterdam [funda]","470000","17 maart 2020"
"Verkocht: VOC-kade 38 1018 LG Amsterdam [funda]","375000","17 maart 2020"
"Verkocht: VOC-kade 62 1018 LG Amsterdam [funda]","400000","17 maart 2020"
"Verkocht: VOC-kade 84 1018 LG Amsterdam [funda]","485000","17 maart 2020"
"Verkocht: VOC-kade 64 1018 LG Amsterdam [funda]","645000","17 maart 2020"
"Verkocht: VOC-kade 50 1018 LG Amsterdam [funda]","390000","17 maart 2020"
"Verkocht: VOC-kade 74 1018 LG Amsterdam [funda]","475000","17 maart 2020"
"Verkocht: VOC-kade 40 1018 LG Amsterdam [funda]","625000","17 maart 2020"
"Verkocht: VOC-kade 52 1018 LG Amsterdam [funda]","635000","17 maart 2020"
"Verkocht: VOC-kade 104 1018 LG Amsterdam [funda]","510000","17 maart 2020"
"Verkocht: VOC-kade 86 1018 LG Amsterdam [funda]","770000","17 maart 2020"
"Verkocht: Bilderdijkkade 70 III V 1053 VN Amsterdam [funda]","295000","11 maart 2020"
"Verkocht: VOC-kade 96 1018 LG Amsterdam [funda]","820000","17 maart 2020"
"Verkocht: Van der Hoopstraat 39 I 1051 VB Amsterdam [funda]","400000","26 maart 2020"
"Verkocht: Plantage Kerklaan 14 -II 1018 TB Amsterdam [funda]","400000","30 maart 2020"
"Verkocht: Ruys de Beerenbrouckstraat 63 1067 BL Amsterdam [funda]","265000","10 maart 2020"
"Verkocht: Ruysdaelstraat 73 K 1071 XB Amsterdam [funda]","300000","17 april 2020"
"Verkocht: Iwan Kantemanplein 50 1060 RM Amsterdam [funda]","499000","15 november 2019"
"Verkocht: Leen Jongewaardkade 81 1031 HK Amsterdam [funda]","325000","30 april 2020"
"Verkocht: Weissenbruchstraat 21 2 1058 KL Amsterdam [funda]","350000","24 december 2019"
"Verkocht: Orteliusstraat 330 I 1056 PS Amsterdam [funda]","315000","11 maart 2020"
"Verkocht: Geuzenkade 83 1 1056 KP Amsterdam [funda]","289500","30 april 2020"
"Verkocht: Minervaplein 12 IV 1077 TP Amsterdam [funda]","1250000","23 oktober 2019"
"Verkocht: Anna Blamansingel 236 1102 SX Amsterdam [funda]","225000","30 maart 2020"
"Verkocht: Watermaalpad 26 1066 WX Amsterdam [funda]","450000","20 maart 2020"
"Verkocht: Retiefstraat 21 3B 1092 VV Amsterdam [funda]","295000","15 april 2020"
"Verkocht: Beverenstraat 55 1066 WD Amsterdam [funda]","375000","24 maart 2020"
"Verkocht: Albert Cuypstraat 35 -I 1072 CL Amsterdam [funda]","365000","14 maart 2020"
"Verkocht: Retiefstraat 21 3A 1092 VV Amsterdam [funda]","395000","20 maart 2020"
"Verkocht: Ward Bingleystraat 91 1065 TL Amsterdam [funda]","368800","25 maart 2020"
"Verkocht: Kostverlorenstraat 24 IV 1052 GX Amsterdam [funda]","310000","26 maart 2020"
"Verkocht: Bestev�erstraat 183 1 1055 TL Amsterdam [funda]","295000","29 januari 2020"
"Verkocht: Wethouder Frankeweg 5 HS 1098 KV Amsterdam [funda]","499000","16 maart 2020"
"Verkocht: Rhijnvis Feithstraat 13 H 1054 TT Amsterdam [funda]","549500","20 maart 2020"
"Verkocht: Nico Jessekade 189 1087 MR Amsterdam [funda]","1549000",""
"Verkocht: Graafschapstraat 2 * 1079 PE Amsterdam [funda]","640000",""
"Verkocht: Tuinbouwstraat 61 a 1097 XS Amsterdam [funda]","275000","28 april 2020"
"Verkocht: Weerdestein 146 1083 GK Amsterdam [funda]","600000","22 oktober 2019"
"Verkocht: Van der Helstplein 10 -I 1072 PH Amsterdam [funda]","489000",""
"Verkocht: Maarten Harpertszoon Trompstraat 29 -IV 1056 HW Amsterdam [funda]","699000",""
"Verkocht: Burgemeester Cramergracht 28 1064 AD Amsterdam [funda]","275000",""
"Verkocht: Maarten Harpertszoon Trompstraat 29 -III 1056 HW Amsterdam [funda]","649000","14 april 2020"
"Verkocht: Arent Janszoon Ernststraat 135 1083 GS Amsterdam [funda]","500000",""
"Verkocht: Jacob van Lennepkade 603 1054 ZS Amsterdam [funda]","495000","28 januari 2020"
"Verkocht: Pyrenee�n 57 1060 NP Amsterdam [funda]","575000","16 december 2019"
"Verkocht: Eerste Van Swindenstraat 205 1093 GB Amsterdam [funda]","260000","24 maart 2020"
"Verkocht: Tugelaweg 43 A 1092 VH Amsterdam [funda]","439000","31 maart 2020"
"Verkocht: Kinkerstraat 326 II 1053 GD Amsterdam [funda]","300000","23 maart 2020"
"Verkocht: Humberto Delgadoplein 18 1102 JM Amsterdam [funda]","349500","18 januari 2020"
"Verkocht: Veeteeltstraat 97 A 1097 WR Amsterdam [funda]","289000","28 februari 2020"
"Verkocht: Van Breestraat 73 1071 ZH Amsterdam [funda]","2585000","29 november 2019"
"Verkocht: Gedempte Insteekhaven 19 1021 PM Amsterdam [funda]","239500","19 november 2019"
"Verkocht: VOC-kade 94 1018 LG Amsterdam [funda]","490000","17 maart 2020"
"Verkocht: Nedersticht 76 1083 XD Amsterdam [funda]","375000","26 maart 2020"
"Verkocht: Marie Heinekenplein 403 1072 ML Amsterdam [funda]","695000","31 maart 2020"
"Verkocht: Bijlmerdreef 1419 1103 SC Amsterdam [funda]","350000","29 april 2020"
"Verkocht: Esmoreitstraat 54 1 1055 CJ Amsterdam [funda]","350000","15 april 2020"
"Verkocht: Amazonenstraat 60 huis 1076 LM Amsterdam [funda]","525000","24 april 2020"
"Verkocht: Scherpenzeelstraat 61 1107 HS Amsterdam [funda]","250000","25 april 2020"
"Verkocht: Groen van Prinstererstraat 68 H 1051 EP Amsterdam [funda]","495000","13 maart 2020"
"Verkocht: Plantage Middenlaan 38 1018 DG Amsterdam [funda]","1600000","10 april 2020"
"Verkocht: Burgemeester De Vlugtlaan 155 -D 1063 BK Amsterdam [funda]","225000","16 maart 2020"
"Verkocht: Jacob van Lennepstraat 288 III 1053 KD Amsterdam [funda]","259000","21 maart 2020"
"Verkocht: Nieuwe Kerkstraat 25 -C 1018 DW Amsterdam [funda]","395000","22 april 2020"
"Verkocht: Kramatweg 9 1095 JN Amsterdam [funda]","325000","10 april 2020"
"Verkocht: Marquette 7 1081 AD Amsterdam [funda]","785000","30 april 2020"
"Verkocht: Nova Zemblastraat 5 -H 1013 RJ Amsterdam [funda]","365000","19 april 2020"
"Verkocht: Insulindeweg 57 C 1094 PB Amsterdam [funda]","450000","30 april 2020"
"Verkocht: Geuzenkade 61 -I 1056 KN Amsterdam [funda]","375000","16 april 2020"
"Verkocht: Twentestraat 14 1079 PV Amsterdam [funda]","850000","20 maart 2020"
"Verkocht: Twentestraat 14 * 1079 PV Amsterdam [funda]","800000","19 maart 2020"
"Verkocht: Lomanstraat 80 hs 1075 RG Amsterdam [funda]","1200000",""
"Verkocht: Osdorper Ban 599 1069 GA Amsterdam [funda]","339500","10 februari 2020"
"Verkocht: Roerstraat 99 III 1078 LL Amsterdam [funda]","995000","24 maart 2020"
"Verkocht: Wijnand Nuijenstraat 133 1061 WB Amsterdam [funda]","375000","15 april 2020"
"Verkocht: Olympiaweg 24 H 1076 VX Amsterdam [funda]","380000","23 maart 2020"
"Verkocht: Nieuwe Prinsengracht 10 III 1018 XH Amsterdam [funda]","1260000","24 februari 2020"
"Verkocht: Bertrand Russellstraat 58 1097 HL Amsterdam [funda]","450000",""
"Verkocht: Jan Bongastraat 10 1067 HZ Amsterdam [funda]","499000","31 maart 2020"
"Verkocht: Jan Evertsenstraat 573 1061 XZ Amsterdam [funda]","395000","13 maart 2020"
"Verkocht: Bogortuin 107 1019 PE Amsterdam [funda]","850000","30 maart 2020"
"Verkocht: Tussendek 46 1034 TR Amsterdam [funda]","300000","24 maart 2020"
"Verkocht: Spinnekop 33 1035 CL Amsterdam [funda]","275000","30 januari 2020"
"Verkocht: Johannes Verhulststraat 119 hs 1071 MZ Amsterdam [funda]","1600000","18 september 2019"
"Verkocht: Aalsmeerplein 2 II 1059 AS Amsterdam [funda]","350000","13 februari 2020"
"Verkocht: Hoendiepstraat 36 -2 1079 LW Amsterdam [funda]","540000","30 maart 2020"
"Verkocht: Postjeskade 167 -I 1058 DR Amsterdam [funda]","375000","30 april 2020"
"Verkocht: Pieter Lastmankade 2 1075 KJ Amsterdam [funda]","615000","24 maart 2020"
"Verkocht: Jan Evertsenstraat 495 1061 XZ Amsterdam [funda]","475000","27 februari 2020"
"Verkocht: Eemsstraat 52 2 1079 TJ Amsterdam [funda]","450000",""
"Verkocht: Leksmondhof 322 1108 GC Amsterdam [funda]","225000","31 maart 2020"
"Verkocht: Egidiusstraat 61 huis 1055 GN Amsterdam [funda]","649000",""
"Verkocht: Erasmusgracht 51 I 1056 BE Amsterdam [funda]","300000","24 april 2020"
"Verkocht: Govert Flinckstraat 111 H 1072 EG Amsterdam [funda]","1100000","10 maart 2020"
"Verkocht: Anton Petershof 16 1065 SK Amsterdam [funda]","395000","21 april 2020"
"Verkocht: Baarsstraat 39 2 1075 RV Amsterdam [funda]","360000","12 maart 2020"
"Verkocht: Johannes J. Glasweg 9 1035 SR Amsterdam [funda]","375000","11 februari 2020"
"Verkocht: Olympiaweg 30 I 1076 VX Amsterdam [funda]","350000","24 februari 2020"
"Verkocht: Willem van Weldammelaan 91 + PP 1082 KT Amsterdam [funda]","890000","13 januari 2020"
"Verkocht: Balistraat 50 hs 1094 JP Amsterdam [funda]","300000","25 maart 2020"
"Verkocht: Liedekerkeplantsoen 24 1066 WP Amsterdam [funda]","475000","21 februari 2020"
"Verkocht: Alfred D�blinstraat 89 1102 VJ Amsterdam [funda]","285000","25 maart 2020"
"Verkocht: Griseldestraat 40 4 1055 AZ Amsterdam [funda]","425000","21 april 2020"
"Verkocht: Maassluisstraat 80 1062 GE Amsterdam [funda]","300000","23 maart 2020"
"Verkocht: Bouwnummer (Bouwnr. 104) 1043 Amsterdam [funda]","757333","13 september 2018"
"Verkocht: Willem Leevendstraat 5 II 1055 KB Amsterdam [funda]","299000","26 maart 2020"
"Verkocht: A.J. Koejemansstraat 58 1069 PM Amsterdam [funda]","295000",""
"Verkocht: Lootsstraat 14 c 1053 NX Amsterdam [funda]","350000","25 juli 2019"
"Verkocht: Tjerk Hiddes de Vriesstraat 1 H 1055 WK Amsterdam [funda]","450000","21 maart 2020"
"Verkocht: Ceramplein 143 1095 DE Amsterdam [funda]","435000","26 maart 2020"
"Verkocht: Fahrenheitsingel 17 1097 NR Amsterdam [funda]","450000","20 april 2020"
"Verkocht: Faas Wilkesstraat 113 B 1095 MD Amsterdam [funda]","425000","13 februari 2020"
"Verkocht: Maldenhof 136 1106 EV Amsterdam [funda]","312500","10 maart 2020"
"Verkocht: Da Costakade 140 H 1053 XC Amsterdam [funda]","650000","16 april 2020"
"Verkocht: Lex Althoffstraat 27 -3 1063 ZM Amsterdam [funda]","210000","16 april 2020"
"Verkocht: Van Hilligaertstraat 17 B 1072 JX Amsterdam [funda]","475000","19 maart 2020"
"Verkocht: Bernabeuhof 2 1098 VW Amsterdam [funda]","800000","19 maart 2020"
"Verkocht: Kostverlorenstraat 22 4 1052 GX Amsterdam [funda]","350000","10 maart 2020"
"Verkocht: Westermarkt 8 H+BEL 1016 DK Amsterdam [funda]","1250000","21 april 2020"
"Verkocht: Bonairestraat 19 HS 1058 XC Amsterdam [funda]","550000","29 maart 2020"
"Verkocht: Rustenburgerstraat 307 III 1073 GG Amsterdam [funda]","700000","10 april 2020"
"Verkocht: Timorplein 3 E 1094 CB Amsterdam [funda]","615000","14 maart 2020"
"Verkocht: Akbarstraat 49 1061 DV Amsterdam [funda]","577500","28 februari 2020"
"Verkocht: Crynssenstraat 63 I 1058 XV Amsterdam [funda]","325000","20 maart 2020"
"Verkocht: Celebesstraat 105 L 1094 EX Amsterdam [funda]","275000","26 april 2020"
"Verkocht: Admiralengracht 285 2 1056 EA Amsterdam [funda]","385000","14 april 2020"
"Verkocht: Lauriergracht 45 D 1016 RG Amsterdam [funda]","700000","10 maart 2020"
"Verkocht: Westerlengte 99 1034 TA Amsterdam [funda]","250000","11 maart 2020"
"Verkocht: Vossiusstraat 6 B 1071 AB Amsterdam [funda]","949000","15 april 2020"
"Verkocht: Marco Polostraat 114 I 1057 WX Amsterdam [funda]","425000","27 februari 2020"
"Verkocht: Hoofdweg 570 1055 AB Amsterdam [funda]","650000","30 maart 2020"
"Verkocht: Polderweg 236 1093 KP Amsterdam [funda]","699000","16 april 2020"
"Verkocht: Overtoom 440 bel 1054 JV Amsterdam [funda]","485000","27 april 2020"
"Verkocht: Nijenburg 51 1081 GE Amsterdam [funda]","375000","13 maart 2020"
"Verkocht: Sloterweg 1277 1066 CK Amsterdam [funda]","695000","28 april 2020"
"Verkocht: Polanenstraat 31 1013 VP Amsterdam [funda]","375000","13 maart 2020"
"Verkocht: Bombraak 20 1035 JR Amsterdam [funda]","475000","13 maart 2020"
"Verkocht: Uithoornstraat 25 III 1078 ST Amsterdam [funda]","399000","24 december 2019"
"Verkocht: Sarphatistraat 28 A 1018 GL Amsterdam [funda]","1460000","27 april 2020"
"Verkocht: Nieuwe Jonkerstraat 4 B 1011 CM Amsterdam [funda]","450000","10 april 2020"
"Verkocht: Willem Augustinstraat 189 1061 MJ Amsterdam [funda]","650000","25 maart 2020"
"Verkocht: Piri Reisplein 64 1057 KH Amsterdam [funda]","450000","28 april 2020"
"Verkocht: Eerste Helmersstraat 241 hs 1054 DX Amsterdam [funda]","650000","20 maart 2020"
"Verkocht: Amstelveenseweg 94 A 1075 XJ Amsterdam [funda]","500000","17 april 2020"
"Verkocht: C. van Eesterenlaan 332 1019 KE Amsterdam [funda]","530000","21 maart 2020"
"Verkocht: Roerstraat 30 hs 1078 LP Amsterdam [funda]","599000","20 april 2020"
"Verkocht: Robert Fruinlaan 22 1 1065 XX Amsterdam [funda]","275000",""
"Verkocht: Maldenhof 395 1106 EM Amsterdam [funda]","395000","20 december 2019"
"Verkocht: Nieuwe Looiersstraat 64 1017 VD Amsterdam [funda]","1250000","23 januari 2020"
"Verkocht: Makassarstraat 126 G 1095 TE Amsterdam [funda]","450000","10 april 2020"
"Verkocht: Tweede Atjehstraat 46 3 1094 LJ Amsterdam [funda]","385000","27 maart 2020"
"Verkocht: Ruyschstraat 75 I 1091 BX Amsterdam [funda]","385000","29 april 2020"
"Verkocht: Spuistraat 6 6V 1012 TS Amsterdam [funda]","479000","14 april 2020"
"Verkocht: Ringvaartdijk 22 1066 DE Amsterdam [funda]","669000","23 december 2019"
"Verkocht: Entrepotdok 213 1018 AD Amsterdam [funda]","1000000","28 januari 2020"
"Verkocht: Bos en Lommerweg 283 1 1055 DX Amsterdam [funda]","395000","19 februari 2020"
"Verkocht: Albertus Magnushof 4 1064 NG Amsterdam [funda]","315000","18 februari 2020"
"Verkocht: Kanteel 44 1083 DB Amsterdam [funda]","450000","17 april 2020"
"Verkocht: Pieter Nieuwlandstraat 18 B 1093 XR Amsterdam [funda]","350000","17 maart 2020"
"Verkocht: Singel 389 1012 WN Amsterdam [funda]","745000","24 april 2020"
"Verkocht: Milovan Djilasplein 20 1102 JZ Amsterdam [funda]","350000","11 maart 2020"
"Verkocht: Joris van Andringastraat 32 II 1055 VZ Amsterdam [funda]","525000","18 maart 2020"
"Verkocht: Haarlemmerweg 49 H 1051 KP Amsterdam [funda]","375000","27 maart 2020"
"Verkocht: Bouwnummer (Bouwnr. 131) 1043 Amsterdam [funda]","683577","27 januari 2020"
"Verkocht: Boterdiepstraat 54 -hs 1079 SZ Amsterdam [funda]","350000","24 april 2020"
"Verkocht: Marcantilaan 380 1051 NK Amsterdam [funda]","460000","14 maart 2020"
"Verkocht: Groen van Prinstererstraat 13 III 1051 ED Amsterdam [funda]","535000","20 maart 2020"
"Verkocht: Bentinckstraat 40 -2 1051 GL Amsterdam [funda]","285000","18 maart 2020"
"Verkocht: Bouwnummer (Bouwnr. 63) 1043 Amsterdam [funda]","550632","13 november 2019"
"Verkocht: Bundlaan 228 1031 KA Amsterdam [funda]","510000","27 maart 2020"
"Verkocht: Langswater 499 1069 ED Amsterdam [funda]","225000","24 februari 2020"
"Verkocht: Oogststraat 75 1097 ZS Amsterdam [funda]","200000","16 maart 2020"
"Verkocht: De Rijpgracht 47 II 1056 XS Amsterdam [funda]","365000","17 april 2020"
"Verkocht: President Kennedylaan 10 hs 1079 NB Amsterdam [funda]","535000","24 april 2020"
"Verkocht: Rijnstraat 48 1 1078 RD Amsterdam [funda]","545000","19 maart 2020"
"Verkocht: Van Spilbergenstraat 79 -1 1057 RA Amsterdam [funda]","325000","23 april 2020"
"Verkocht: Aan het IJ | The Cube (Bouwnr. 153) 1031 KE Amsterdam [funda]","689000","31 maart 2020"
"Verkocht: Waterlandplein 294 E 1024 NB Amsterdam [funda]","300000","19 februari 2020"
"Verkocht: Cura�aostraat 99 3 1058 BS Amsterdam [funda]","415000","17 maart 2020"
"Verkocht: Laing's Nekstraat 16 H 1092 GW Amsterdam [funda]","675000","17 april 2020"
"Verkocht: Dierenriem 15 1033 AD Amsterdam [funda]","250000","24 december 2019"
"Verkocht: Ottho Heldringstraat 33 T 1066 XT Amsterdam [funda]","310000","24 maart 2020"
"Verkocht: Mariadistelkade 73 1031 JW Amsterdam [funda]","550000","24 maart 2020"
"Verkocht: Trompenburgstraat 143 3/4 1079 TW Amsterdam [funda]","635000","25 maart 2020"
"Verkocht: Albert Cuypstraat 153 D 1073 BC Amsterdam [funda]","350000","21 februari 2020"
