"title","price","sold_at_date"
"Verkocht: Prins Bernhardkade 37 A 3051 AL Rotterdam [funda]","450000","22 mei 2020"
"Verkocht: Nieuwenoord 142 3079 LN Rotterdam [funda]","179500","24 maart 2020"
"Verkocht: Diergaardesingel 40 3014 AB Rotterdam [funda]","285000","25 april 2020"
"Verkocht: Wouwerlaan 3 3043 HG Rotterdam [funda]","350000","17 maart 2020"
"Verkocht: Spireastraat 12 3053 DX Rotterdam [funda]","350000","20 mei 2020"
"Verkocht: Harddraverstraat 52 c 3033 XM Rotterdam [funda]","450000","22 mei 2020"
"Verkocht: Hoensbroeksingel 5 3077 TA Rotterdam [funda]","225000","15 april 2020"
"Verkocht: Groen van Prinstererstraat 105 a 3038 RG Rotterdam [funda]","395000","10 april 2020"
"Verkocht: Proveniersplein 7 a 3033 EB Rotterdam [funda]","399000","22 mei 2020"
"Verkocht: Fazantstraat 135 a 3083 ZJ Rotterdam [funda]","165000","23 mei 2020"
"Verkocht: Stationssingel 73 c 3033 HD Rotterdam [funda]","255000","23 april 2020"
"Verkocht: Langenhorst 375 3085 HJ Rotterdam [funda]","150000","11 februari 2020"
"Verkocht: Coolhaven 225 3015 GC Rotterdam [funda]","350000","16 april 2020"
"Verkocht: Robert Baeldestraat 187 3061 TJ Rotterdam [funda]","250000","21 april 2020"
"Verkocht: Meerum Terwogtlaan 231 3056 PP Rotterdam [funda]","399000","20 april 2020"
"Verkocht: Henk van Spaandonckstraat 2 3056 PK Rotterdam [funda]","499000","16 april 2020"
"Verkocht: Heidekruid 68 3068 RW Rotterdam [funda]","320000","16 maart 2020"
"Verkocht: Jan Dammassestraat 67 3078 HM Rotterdam [funda]","175000","28 maart 2020"
"Verkocht: Bouwnummer (Bouwnr. 28) 3071 JM Rotterdam [funda]","547500","29 mei 2020"
"Verkocht: Van Ballegooijsingel 21 3055 PA Rotterdam [funda]","689000","27 mei 2020"
"Verkocht: Zuiderterras 107 3083 BZ Rotterdam [funda]","175000","15 februari 2020"
"Verkocht: Bouwnummer (Bouwnr. 8) 3071 JM Rotterdam [funda]","549500",""
"Verkocht: Bouwnummer (Bouwnr. 28) 3042 AD Rotterdam [funda]","564500","29 mei 2020"
"Verkocht: Peppelweg 105 d 3053 GG Rotterdam [funda]","175000","25 mei 2020"
"Verkocht: Hulkstraat 18 c 3028 VT Rotterdam [funda]","150000","10 april 2020"
"Verkocht: Spoorsingel 51 A 3033 GH Rotterdam [funda]","650000","25 mei 2020"
"Verkocht: Bouwnummer (Bouwnr. 4) 3072 LL Rotterdam [funda]","624500","29 mei 2020"
"Verkocht: Snellinckstraat 7 b 3021 WB Rotterdam [funda]","425000","25 april 2020"
"Verkocht: Donarpad 6 3072 EB Rotterdam [funda]","530000","14 april 2020"
"Verkocht: Jagersmeer 30 3068 KD Rotterdam [funda]","299000","28 april 2020"
"Verkocht: Ajaxstraat 21 3054 SC Rotterdam [funda]","369000","16 april 2020"
"Verkocht: Teldersweg 167 3052 TG Rotterdam [funda]","175000","10 april 2020"
"Verkocht: Strevelsweg 287 3073 DZ Rotterdam [funda]","175000",""
"Verkocht: Geervlietstraat 3 3081 SB Rotterdam [funda]","159000","20 november 2019"
"Verkocht: Pleinweg 73 A 3081 JE Rotterdam [funda]","145000",""
"Verkocht: Frans Halssingel 5 B 3055 ZP Rotterdam [funda]","300000","11 mei 2020"
"Verkocht: Kleiweg 179 B 3051 XH Rotterdam [funda]","335000","28 mei 2020"
"Verkocht: Brittenoord 14 3079 KB Rotterdam [funda]","290000",""
"Verkocht: Kornelis van Tollaan 41 3065 DA Rotterdam [funda]","571500","15 mei 2020"
"Verkocht: Philip Vingboonsstraat 186 3067 ZE Rotterdam [funda]","195000","31 maart 2020"
"Verkocht: Mathenesserweg 117 c3 3027 HL Rotterdam [funda]","229500","26 april 2020"
"Verkocht: Godijn van Dormaalstraat 82 3067 JJ Rotterdam [funda]","225000","23 april 2020"
"Verkocht: Delfgaauwstraat 55 b 3037 LJ Rotterdam [funda]","239000","17 maart 2020"
"Verkocht: Ackersdijkstraat 28 B 3037 VJ Rotterdam [funda]","225000","22 april 2020"
"Verkocht: Berkelselaan 83 B-II 3037 PD Rotterdam [funda]","375000","27 mei 2020"
"Verkocht: Buffelstraat 80 3064 AC Rotterdam [funda]","180000","21 april 2020"
"Verkocht: Lloydstraat 216 3024 EA Rotterdam [funda]","435000","10 april 2020"
"Verkocht: Cees Seepad 5 3069 ZE Rotterdam [funda]","292500","18 mei 2020"
"Verkocht: Dirkslandstraat 85 c 3086 CJ Rotterdam [funda]","129500","28 februari 2020"
"Verkocht: Korfoepad 133 3059 XD Rotterdam [funda]","310000","20 april 2020"
"Verkocht: Prins Mauritssingel 62 C 3043 PH Rotterdam [funda]","235000","10 maart 2020"
"Verkocht: Kobelaan 492 3067 MD Rotterdam [funda]","230000","18 april 2020"
"Verkocht: The CoolTower 7-L1a 3011 CC Rotterdam [funda]","524000","17 april 2020"
"Verkocht: Essenweg 39 3062 NS Rotterdam [funda]","1650000",""
"Verkocht: Curieplaats 273 3069 HG Rotterdam [funda]","175000","27 mei 2020"
"Verkocht: Koninginneweg 225 3078 GP Rotterdam [funda]","249500","10 maart 2020"
"Verkocht: Ossenisseweg 67 3086 KW Rotterdam [funda]","335000","22 april 2020"
"Verkocht: Boompjes 643 3011 XZ Rotterdam [funda]","347500","28 mei 2020"
"Verkocht: Blommersdijkselaan 4 a 3036 NC Rotterdam [funda]","395000","20 mei 2020"
"Verkocht: Statenweg 53 a 3039 HC Rotterdam [funda]","284000",""
"Verkocht: Salvador Allendestraat 36 3065 ED Rotterdam [funda]","359000","21 maart 2020"
"Verkocht: Oostzeedijk 330 f 3063 CC Rotterdam [funda]","325000","22 februari 2020"
"Verkocht: Het Verborgen Geheim fase 5 (Bouwnr. 199) 3089 PE Rotterdam [funda]","315000","29 november 2019"
"Verkocht: Het Verborgen Geheim fase 5 (Bouwnr. 213) 3089 PE Rotterdam [funda]","300000","11 november 2019"
"Verkocht: Hopklaver 65 3069 DB Rotterdam [funda]","310000","24 december 2019"
"Verkocht: Terschellingsestraat 8 a 3083 PL Rotterdam [funda]","185000","24 april 2020"
"Verkocht: Bouwnummer (Bouwnr. 7) 3011 BT Rotterdam [funda]","517000","29 mei 2020"
"Verkocht: Schoonegge 121 3085 CT Rotterdam [funda]","150000","25 maart 2020"
"Verkocht: Walchersestraat 2 A 3083 NL Rotterdam [funda]","150000","15 april 2020"
"Verkocht: Louis Aragonplein 11 3059 PV Rotterdam [funda]","445000","24 maart 2020"
"Verkocht: Cervantesstraat 32 3076 WC Rotterdam [funda]","175000",""
"Verkocht: Notenhagen 20 3078 BL Rotterdam [funda]","315000","16 oktober 2019"
"Verkocht: Groen van Prinstererstraat 95 BII 3038 RG Rotterdam [funda]","369000","17 april 2020"
"Verkocht: Molenlaan 158 3055 GH Rotterdam [funda]","699000","20 maart 2020"
"Verkocht: Nesselande Newport Kopenhagen - app (Bouwnr. 43) 3059 XT Rotterdam [funda]","493500","20 april 2020"
"Verkocht: Alicantepad 10 3067 WB Rotterdam [funda]","239000",""
"Verkocht: Nieuwenoord 162 3079 LN Rotterdam [funda]","169500","25 februari 2020"
"Verkocht: Vedel 27 3068 HV Rotterdam [funda]","287500","29 februari 2020"
"Verkocht: Goudsewagenstraat 18 E 3011 RK Rotterdam [funda]","295000","21 februari 2020"
"Verkocht: Lamsrustlaan 161 3054 VG Rotterdam [funda]","700000","23 april 2020"
"Verkocht: Stockholmpad 11 3067 DK Rotterdam [funda]","189500","20 maart 2020"
"Verkocht: Alicantepad 42 3067 WB Rotterdam [funda]","175000","27 maart 2020"
"Verkocht: Dosiohof 2 3066 NW Rotterdam [funda]","300000","20 maart 2020"
"Verkocht: Landverhuizersplein 127 3072 MH Rotterdam [funda]","1295000","16 december 2019"
"Verkocht: Van der Meydestraat 35 B II 3039 TG Rotterdam [funda]","339000","22 februari 2020"
"Verkocht: Peppelweg 76 b 3053 GN Rotterdam [funda]","165000","21 april 2020"
"Verkocht: Stadhoudersplein 19 c 3039 EP Rotterdam [funda]","365000","24 april 2020"
"Verkocht: Poort16Hoven (Bouwnr. 23) 3045 XB Rotterdam [funda]","364400",""
"Verkocht: Miltonstraat 93 3076 TH Rotterdam [funda]","159500","21 april 2020"
"Verkocht: Bouwnummer (Bouwnr. 11) 3071 ZG Rotterdam [funda]","465500","29 januari 2020"
"Verkocht: Oldenhagen 30 3078 BX Rotterdam [funda]","219500","16 maart 2020"
"Verkocht: Bouwnummer (Bouwnr. 10) 3071 ZG Rotterdam [funda]","463000","29 januari 2020"
"Verkocht: Herman Robbersstraat 86 d 3031 RK Rotterdam [funda]","260000","24 april 2020"
"Verkocht: Edmond Hellenraadstraat 58 3067 NR Rotterdam [funda]","215000","16 januari 2020"
"Verkocht: Walenburgerweg 67 3039 AD Rotterdam [funda]","750000","20 maart 2020"
"Verkocht: A. Noordewier-Reddingiuslaan 15 3066 JA Rotterdam [funda]","325000","20 maart 2020"
"Verkocht: Goereesestraat 105 A 3083 DG Rotterdam [funda]","150000",""
"Verkocht: Blommersdijkselaan 8 b02 3036 NC Rotterdam [funda]","369000","13 februari 2020"
"Verkocht: CasaNova (Bouwnr. 168) 3011 WK Rotterdam [funda]","795000","26 september 2019"
"Verkocht: Arie Salystraat 13 3078 HA Rotterdam [funda]","170000","28 april 2020"
"Verkocht: CasaNova (Bouwnr. 180) 3011 WK Rotterdam [funda]","813000","27 november 2018"
"Verkocht: Van Maanenstraat 9 B 3038 CW Rotterdam [funda]","149000","29 april 2020"
"Verkocht: Overschiese Dorpsstraat 131 3043 CP Rotterdam [funda]","325000","18 april 2020"
"Verkocht: Stroveer 48 3032 GA Rotterdam [funda]","250000","23 april 2020"
"Verkocht: Stadhoudersweg 20 A 3039 CC Rotterdam [funda]","350000","23 april 2020"
"Verkocht: Cordell Hullplaats 285 3068 VE Rotterdam [funda]","189000","23 april 2020"
"Verkocht: Strombolihof 4 3059 XR Rotterdam [funda]","465000","18 maart 2020"
"Verkocht: Prins Hendrikkade 147 A 3071 KN Rotterdam [funda]","475000","13 maart 2020"
"Verkocht: Doezastraat 22 3039 ZE Rotterdam [funda]","395000","29 april 2020"
"Verkocht: Lloydkade 747 3024 WZ Rotterdam [funda]","475000","21 april 2020"
"Verkocht: Christoffelkruid 92 3068 RG Rotterdam [funda]","250000","20 maart 2020"
"Verkocht: Prinsenlaan 829 3067 TZ Rotterdam [funda]","475000","20 februari 2020"
"Verkocht: Cyclaamstraat 10 3053 HD Rotterdam [funda]","300000","11 maart 2020"
"Verkocht: Bijlwerffstraat 7 A 3039 VD Rotterdam [funda]","300000","28 april 2020"
"Verkocht: Karmelweg 1 b 3061 KE Rotterdam [funda]","325000","24 april 2020"
"Verkocht: Andr� Gideplaats 67 3069 EC Rotterdam [funda]","225000","28 februari 2020"
"Verkocht: Oranjelaan 8 a 3062 BR Rotterdam [funda]","750000","25 februari 2020"
"Verkocht: Jacob van Akenstraat 9 3067 JP Rotterdam [funda]","350000","27 maart 2020"
"Verkocht: Michelangelostraat 72 3066 NM Rotterdam [funda]","390000","13 februari 2020"
"Verkocht: S�derblomplaats 568 3069 SP Rotterdam [funda]","175000","26 maart 2020"
"Verkocht: Piet Zwartstraat 28 3059 PL Rotterdam [funda]","398000","19 maart 2020"
"Verkocht: Henri Matissestraat 48 3059 VB Rotterdam [funda]","415000","25 maart 2020"
"Verkocht: Bouwnummer 256 (Bouwnr. 256) 3025 NR Rotterdam [funda]","340000","20 februari 2020"
"Verkocht: Bouwnummer 260 (Bouwnr. 260) 3025 NR Rotterdam [funda]","370000","21 februari 2020"
"Verkocht: Willem Sch�rmannstraat 31 B 3031 RN Rotterdam [funda]","287500","24 april 2020"
"Verkocht: Prinses Margrietlaan 32 A 3051 AV Rotterdam [funda]","500000","30 april 2020"
"Verkocht: Dordtselaan 119 B3 3081 BK Rotterdam [funda]","195000","27 maart 2020"
"Verkocht: Claes de Vrieselaan 91 C 3021 JE Rotterdam [funda]","439000","21 december 2019"
"Verkocht: Nansenplaats 99 3069 CM Rotterdam [funda]","192500","18 maart 2020"
"Verkocht: Zernikeplaats 200 3068 ZN Rotterdam [funda]","175000","27 april 2020"
"Verkocht: Abraham Kuyperlaan 73 A2 3038 PE Rotterdam [funda]","289500","31 januari 2020"
"Verkocht: Treubstraat 20 C 3038 XZ Rotterdam [funda]","287500","25 februari 2020"
"Verkocht: Van Beuningenstraat 10 A 3039 WD Rotterdam [funda]","615000",""
"Verkocht: Noorderhavenkade 147 A 3039 RR Rotterdam [funda]","250000","30 maart 2020"
"Verkocht: Statensingel 118 A 3039 LT Rotterdam [funda]","439500","23 maart 2020"
"Verkocht: Westerlaan 41 3016 CK Rotterdam [funda]","1650000","14 februari 2020"
"Verkocht: Dresselhuysstraat 30 B 3039 ZK Rotterdam [funda]","395000","17 maart 2020"
"Verkocht: The CoolTower 23-O6 3011 CC Rotterdam [funda]","760000","18 maart 2020"
"Verkocht: CasaNova (Bouwnr. 178) 3011 WK Rotterdam [funda]","660000","27 november 2018"
"Verkocht: Korfoepad 23 3059 XD Rotterdam [funda]","299500","18 maart 2020"
"Verkocht: Katendrechtse Lagedijk 136 a 3081 ZC Rotterdam [funda]","159000",""
"Verkocht: Atjehstraat 78 3072 ZH Rotterdam [funda]","275000","26 maart 2020"
"Verkocht: Noordmolenwerf 111 3011 DC Rotterdam [funda]","400000","19 maart 2020"
"Verkocht: Meyenhage 338 3085 CJ Rotterdam [funda]","159000",""
"Verkocht: Bergse Rechter Rottekade 12 A 3051 AB Rotterdam [funda]","315000","24 maart 2020"
"Verkocht: Snelfilterweg 70 3063 JH Rotterdam [funda]","239500","20 maart 2020"
"Verkocht: Bas Jungeriusstraat 66 a 3081 VH Rotterdam [funda]","179500","26 maart 2020"
"Verkocht: Dosiostraat 129 3066 NB Rotterdam [funda]","325000","17 december 2019"
"Verkocht: Statenweg 8 A 3039 JA Rotterdam [funda]","265000","27 maart 2020"
"Verkocht: Jan Dammassestraat 61 3078 HM Rotterdam [funda]","175000","18 maart 2020"
"Verkocht: Aleidisstraat 105 c3 3021 SJ Rotterdam [funda]","350000","13 april 2020"
"Verkocht: Chopinlaan 6 3055 JN Rotterdam [funda]","485000","28 april 2020"
"Verkocht: Oosterkade 109 3011 TV Rotterdam [funda]","400000","29 april 2020"
"Verkocht: Plotinusstraat 120 3076 NT Rotterdam [funda]","149500","17 november 2019"
"Verkocht: Botersloot 461 3011 HE Rotterdam [funda]","565000","26 maart 2020"
"Verkocht: Philip Vingboonsstraat 206 3067 ZE Rotterdam [funda]","175000","23 maart 2020"
"Verkocht: Bosbes 69 3069 LL Rotterdam [funda]","315000","15 november 2019"
"Verkocht: Rodenrijsestraat 90 a 3037 NK Rotterdam [funda]","300000","25 februari 2020"
"Verkocht: Van Steenwinckelstraat 16 3067 XV Rotterdam [funda]","175000","28 januari 2020"
"Verkocht: Plotinusstraat 38 3076 NS Rotterdam [funda]","150000",""
"Verkocht: Eckartstraat 38 3077 XD Rotterdam [funda]","225000",""
"Verkocht: Haagoord 11 3079 MC Rotterdam [funda]","250000","16 januari 2020"
"Verkocht: Rijsoordstraat 6 B3 3081 BV Rotterdam [funda]","165000",""
"Verkocht: Oostvoornsestraat 25 b 3082 SK Rotterdam [funda]","250000","12 maart 2020"
"Verkocht: Molecatensingel 299 3077 SH Rotterdam [funda]","225000","26 februari 2020"
"Verkocht: Teldersweg 217 3052 TH Rotterdam [funda]","195000","24 februari 2020"
"Verkocht: Rietdijk 37 3082 DS Rotterdam [funda]","250000","26 april 2020"
"Verkocht: Tochtstraat 65 3036 SG Rotterdam [funda]","449000","30 maart 2020"
"Verkocht: Pupillenstraat 15 A 3023 VK Rotterdam [funda]","175000","11 maart 2020"
"Verkocht: Augustinusstraat 20 3076 NC Rotterdam [funda]","175000","16 maart 2020"
"Verkocht: Sint-Janshaven 517 3087 ED Rotterdam [funda]","289900","31 januari 2020"
"Verkocht: Bouwnummer (Bouwnr. 29) 3071 JM Rotterdam [funda]","577000",""
"Verkocht: Van der Helmstraat 329 3067 HH Rotterdam [funda]","220000","27 maart 2020"
"Verkocht: Bouwnummer (Bouwnr. 187) 3011 BT Rotterdam [funda]","470000","30 april 2020"
"Verkocht: Dr. J.J.P. Oudsingel 26 3067 EG Rotterdam [funda]","369000","31 januari 2020"
"Verkocht: Bergsingel 210 B 3037 GR Rotterdam [funda]","495000","24 april 2020"
"Verkocht: Millinxstraat 60 A 3081 PP Rotterdam [funda]","225000","29 april 2020"
"Verkocht: Madeliefstraat 46 B 3083 TJ Rotterdam [funda]","140000",""
"Verkocht: Larikslaan 280 3053 LK Rotterdam [funda]","435000","29 april 2020"
"Verkocht: Dahliastraat 71 A 3073 BB Rotterdam [funda]","150000","10 maart 2020"
"Verkocht: Beukelsdijk 102 b 3022 DK Rotterdam [funda]","350000","18 december 2019"
"Verkocht: Larikslaan 255 3053 LD Rotterdam [funda]","530000","19 maart 2020"
"Verkocht: Voermanweg 160 3067 JW Rotterdam [funda]","197500","31 maart 2020"
"Verkocht: Dosiostraat 58 3066 NE Rotterdam [funda]","179500","10 maart 2020"
"Verkocht: Gedempte Zalmhaven 485 3011 BT Rotterdam [funda]","439900","17 januari 2020"
"Verkocht: Wilhelminakade 453 3072 AP Rotterdam [funda]","535000","25 maart 2020"
"Verkocht: Suze Groeneweglaan 265 3021 DW Rotterdam [funda]","195000","20 april 2020"
"Verkocht: Scheepstimmermanslaan 72 3011 BS Rotterdam [funda]","350000","20 april 2020"
"Verkocht: Nolensstraat 5 c 3039 PK Rotterdam [funda]","409000","30 april 2020"
"Verkocht: Bernard de la Faillebocht 15 3053 KP Rotterdam [funda]","450000","31 maart 2020"
"Verkocht: Karel Doormanstraat 384 R 3012 GR Rotterdam [funda]","275000","15 december 2019"
"Verkocht: Wijnhaven 39 B 3011 WH Rotterdam [funda]","465000","25 april 2020"
"Verkocht: Van der Vlugtstraat 4 3067 TK Rotterdam [funda]","309500","30 maart 2020"
"Verkocht: Heeswijkdam 22 3077 RW Rotterdam [funda]","239000","23 maart 2020"
"Verkocht: Sophiakade 24 3061 DK Rotterdam [funda]","475000","13 februari 2020"
"Verkocht: Specerijenhof 24 3063 BX Rotterdam [funda]","375000","18 februari 2020"
"Verkocht: Ebalstraat 5 C 3061 KA Rotterdam [funda]","275000",""
"Verkocht: Oostmaaslaan 758 3063 DK Rotterdam [funda]","498000","12 maart 2020"
"Verkocht: Trompetbloem 15 3068 AS Rotterdam [funda]","298000","24 september 2019"
"Verkocht: Dr. de Visserstraat 26 B 3038 TT Rotterdam [funda]","189500","11 maart 2020"
"Verkocht: John Mottweg 94 3069 VT Rotterdam [funda]","369000","26 februari 2020"
"Verkocht: Ochterveltstraat 21 AB 3015 XK Rotterdam [funda]","769500","28 februari 2020"
"Verkocht: 2e Jerichostraat 12 B02 3061 GL Rotterdam [funda]","525000","11 maart 2020"
"Verkocht: Nieuwenhoornstraat 71 a 3082 VD Rotterdam [funda]","132500","17 maart 2020"
"Verkocht: Azaleastraat 82 A 3051 TJ Rotterdam [funda]","298000","20 februari 2020"
"Verkocht: Einsteinplaats 987 3069 TJ Rotterdam [funda]","195000","18 maart 2020"
"Verkocht: Poort16Hoven (Bouwnr. 20) 3045 XB Rotterdam [funda]","396450","20 maart 2020"
"Verkocht: Bredenoord 131 3079 JC Rotterdam [funda]","179500","27 maart 2020"
"Verkocht: Dirkslandstraat 38 b 3086 CL Rotterdam [funda]","282500","25 maart 2020"
"Verkocht: Jacobus van Vessemsingel 11 3065 NH Rotterdam [funda]","750000","28 februari 2020"
"Verkocht: Goudsesingel 328 c 3011 KJ Rotterdam [funda]","319000","17 april 2020"
"Verkocht: Jan van Ghestellaan 57 3054 CG Rotterdam [funda]","1175000","17 april 2020"
"Verkocht: Baljuwplein 3 3033 XA Rotterdam [funda]","300000","21 april 2020"
"Verkocht: Scherpenhoek 42 3085 EG Rotterdam [funda]","235000",""
"Verkocht: Freek van Leeuwenstraat 8 3059 TN Rotterdam [funda]","450000","29 november 2019"
"Verkocht: Tapuitstraat 47 C 3083 WG Rotterdam [funda]","169500","10 maart 2020"
"Verkocht: Heymansstraat 15 3076 CD Rotterdam [funda]","162500","16 januari 2020"
"Verkocht: Marinestraat 17 c 3071 PC Rotterdam [funda]","200000","23 maart 2020"
"Verkocht: Spechtstraat 27 B 3082 MA Rotterdam [funda]","150000","28 januari 2020"
"Verkocht: Professor Poelslaan 68 A 3028 ET Rotterdam [funda]","199500","10 maart 2020"
"Verkocht: Schepenstraat 122 C 3039 NR Rotterdam [funda]","275000","26 januari 2020"
"Verkocht: Goudsesingel 231 C 3031 EK Rotterdam [funda]","270000","27 maart 2020"
"Verkocht: Bovendijk 51 3045 PB Rotterdam [funda]","300000","23 april 2020"
"Verkocht: Laan op Zuid 418 3071 AA Rotterdam [funda]","385000","21 april 2020"
"Verkocht: Reyerdijk 23 B 3079 NC Rotterdam [funda]","239500","18 maart 2020"
"Verkocht: Palestinastraat 78 3061 HP Rotterdam [funda]","699000","15 april 2020"
"Verkocht: Persijnstraat 5 b 3021 RT Rotterdam [funda]","387500","27 april 2020"
"Verkocht: Sneeuwheide 5 3069 LH Rotterdam [funda]","365000",""
"Verkocht: Wilhelminakade 225 3072 AP Rotterdam [funda]","900000","29 april 2020"
"Verkocht: Crooswijkseweg 125 B1 3034 HJ Rotterdam [funda]","165000","18 februari 2020"
"Verkocht: Bloemfonteinstraat 46 a 3072 HJ Rotterdam [funda]","250000","26 maart 2020"
"Verkocht: Barcelonastraat 34 3067 WC Rotterdam [funda]","199500","24 maart 2020"
"Verkocht: Borchsatelaan 48 3055 ZK Rotterdam [funda]","625000","25 maart 2020"
"Verkocht: Groen van Prinstererstraat 7 b1 3038 RA Rotterdam [funda]","195000","16 april 2020"
"Verkocht: Prinses Julianalaan 8 -b 3062 DH Rotterdam [funda]","819000","19 maart 2020"
"Verkocht: Bergse Rechter Rottekade 14 3051 AB Rotterdam [funda]","325000","29 april 2020"
"Verkocht: Jan Willem Frisostraat 4 A 3051 EK Rotterdam [funda]","267500","10 maart 2020"
"Verkocht: Benedenrijweg 283 3077 CE Rotterdam [funda]","175000","10 april 2020"
"Verkocht: Raephorststraat 40 3036 VL Rotterdam [funda]","475000","23 april 2020"
"Verkocht: Terbregseweg 65 A 3056 JT Rotterdam [funda]","375000","12 maart 2020"
"Verkocht: Paul Whitemansingel 64 3069 XV Rotterdam [funda]","289000",""
"Verkocht: Weena 305 3013 AL Rotterdam [funda]","539000","16 januari 2020"
"Verkocht: Voorhaven 176 BG 3024 RR Rotterdam [funda]","195000","12 mei 2020"
"Verkocht: Wouwerlaan 12 3043 HG Rotterdam [funda]","390000","20 september 2019"
"Verkocht: Nieuwe Kleiweg 26 3043 LG Rotterdam [funda]","409000","27 maart 2020"
"Verkocht: Bijlwerffstraat 9 B 3039 VD Rotterdam [funda]","275000","21 april 2020"
"Verkocht: Stadhoudersweg 51 D 3038 EG Rotterdam [funda]","275000","11 mei 2020"
"Verkocht: Wim Schuhmacherhof 27 3059 WE Rotterdam [funda]","369000","20 maart 2020"
"Verkocht: Stroveer 66 3032 GA Rotterdam [funda]","275000","23 april 2020"
"Verkocht: Bergsingel 117 a 3037 GB Rotterdam [funda]","489000",""
"Verkocht: Weldamsingel 6 3077 RM Rotterdam [funda]","245000","16 april 2020"
"Verkocht: Korhaanstraat 4 A 3083 XN Rotterdam [funda]","169500",""
"Verkocht: Tak van Poortvlietstraat 33 a1 3038 NW Rotterdam [funda]","269500","18 april 2020"
"Verkocht: Katendrechtse Lagedijk 465 B 3082 GC Rotterdam [funda]","225000","15 maart 2020"
"Verkocht: Zernikeplaats 190 3068 ZN Rotterdam [funda]","189000","23 maart 2020"
"Verkocht: Merantistraat 93 3077 WE Rotterdam [funda]","169500","21 maart 2020"
"Verkocht: Spoorweghavenplein 30 3071 ZL Rotterdam [funda]","472500","22 februari 2019"
"Verkocht: Willem van Boelrestraat 13 3067 LM Rotterdam [funda]","189500","13 maart 2020"
"Verkocht: Noorderhavenkade 15 B 3039 RC Rotterdam [funda]","200000","24 maart 2020"
"Verkocht: Kamgras 84 3068 CC Rotterdam [funda]","300000","27 maart 2020"
"Verkocht: Goudsewagenstraat 25 a 3011 RH Rotterdam [funda]","225000","11 april 2020"
"Verkocht: Adrianalaan 248 3053 ZJ Rotterdam [funda]","450000","20 maart 2020"
"Verkocht: Wijnhaven 71 Z 3011 WK Rotterdam [funda]","895000",""
"Verkocht: Reyerdijk 13 A 3079 NC Rotterdam [funda]","239500","25 maart 2020"
"Verkocht: Admiraliteitskade 31 c 3063 ED Rotterdam [funda]","299000","11 april 2020"
"Verkocht: Zevenbergsedijkje 95 3079 DP Rotterdam [funda]","259500","11 februari 2020"
"Verkocht: Cool Sjiek California 3014 Rotterdam [funda]","635000","17 januari 2020"
"Verkocht: Zestienhovensekade 191 3043 KM Rotterdam [funda]","225000","27 maart 2020"
"Verkocht: Kraaiheide 32 3069 LC Rotterdam [funda]","389000","28 april 2020"
"Verkocht: Admiraliteitskade 23 m 3063 ED Rotterdam [funda]","275000",""
"Verkocht: Dick Ketstraat 58 3059 WC Rotterdam [funda]","379000","20 maart 2020"
"Verkocht: Hebronstraat 11 B 3061 KD Rotterdam [funda]","275000","18 januari 2020"
"Verkocht: Van Dieststraat 34 b 3082 TD Rotterdam [funda]","200000","24 maart 2020"
"Verkocht: Poort16Hoven (Bouwnr. 7) 3045 XB Rotterdam [funda]","355000","14 februari 2020"
"Verkocht: Poort16Hoven (Bouwnr. 13) 3045 XB Rotterdam [funda]","353570","25 maart 2020"
"Verkocht: Straatweg 57 b 3051 BD Rotterdam [funda]","169000","10 april 2020"
"Verkocht: Palestinastraat 47 B 3061 HK Rotterdam [funda]","225000","24 april 2020"
"Verkocht: De Raedt (Bouwnr. 13) 3021 HL Rotterdam [funda]","620000","24 juni 2018"
"Verkocht: De Raedt (Bouwnr. 31) 3021 HL Rotterdam [funda]","615000","16 september 2019"
"Verkocht: Tjaskerlaan 48 3052 HR Rotterdam [funda]","495000","24 april 2020"
"Verkocht: Nieuwe Kerkstraat 70 A 3054 NL Rotterdam [funda]","475000","17 april 2020"
"Verkocht: Schiedamsedijk 71 c 3011 EK Rotterdam [funda]","289000","16 april 2020"
"Verkocht: Schieweg 214 b 3038 BN Rotterdam [funda]","189500","10 maart 2020"
"Verkocht: Pieter Woutersestraat 24 3078 JK Rotterdam [funda]","150000","23 april 2020"
"Verkocht: Maltaplein 29 3059 XW Rotterdam [funda]","289000","17 maart 2020"
"Verkocht: Kiplingstraat 41 3076 TA Rotterdam [funda]","175000","28 april 2020"
"Verkocht: Stavenissestraat 15 3086 RA Rotterdam [funda]","249000","13 januari 2020"
"Verkocht: Scherpenhoek 56 3085 EG Rotterdam [funda]","245000","30 maart 2020"
"Verkocht: Jean Augierstraat 28 3065 JG Rotterdam [funda]","298000",""
"Verkocht: Scottstraat 11 3076 GX Rotterdam [funda]","175000",""
"Verkocht: Hildegardisstraat 37 3036 NT Rotterdam [funda]","359000","17 april 2020"
"Verkocht: Zwaerdecroonstraat 34 B 3021 WT Rotterdam [funda]","450000","20 maart 2020"
"Verkocht: Kleiweg 164 a 3051 SJ Rotterdam [funda]","237000","21 februari 2020"
"Verkocht: Bouwnummer (Bouwnr. 30) 3071 JM Rotterdam [funda]","365000",""
"Verkocht: Orestespad 8 3054 TR Rotterdam [funda]","199500","25 februari 2020"
"Verkocht: Bouwnummer (Bouwnr. 24) 3071 JM Rotterdam [funda]","465000","12 maart 2020"
"Verkocht: Bouwnummer (Bouwnr. 1) 3042 AD Rotterdam [funda]","314500","24 maart 2020"
